时间,设备名称,片上时间(),加速度X(g),加速度Y(g),加速度Z(g),角速度X(°/s),角速度Y(°/s),角速度Z(°/s),角度X(°),角度Y(°),角度Z(°),磁场X(ʯt),磁场Y(ʯt),磁场Z(ʯt),温度(℃),气压(Pa),高度(m),经度(),纬度(),GPS地速(km),运动航向角(°),GPS高度(m),卫星数量(),位置定位精度(),水平定位精度(),垂直定位精度(),四元数0(),四元数1(),四元数2(),四元数3()
 14:46:23.321,COM3, 2076-28-187 08:14:42.819, 0.000, -0.002, 1.013, 0.000, 0.000, -0.671, 0.093, 0.220, -160.889,,,, 29.02,,, 0.000000, 0.000000, 0.000, 0.000, 0.000, 0, 0.00, 31.20, 0.00, 0.89426, 0.00159, 0.00134, -0.44745,
 14:46:23.519,COM3, 2076-28-187 08:14:43.010, 0.000, 0.000, 1.013, 0.000, 0.000, 0.000, 0.110, 0.225, -160.922,,,, 29.02,,, 0.000000, 0.000000, 0.000, 0.000, 0.000, 0, 0.00, 31.20, 0.00, 0.89410, 0.00174, 0.00134, -0.44775,
 14:46:23.718,COM3, 2076-28-187 08:14:43.269, 0.000, 0.000, 1.013, 0.000, 0.000, -0.061, 0.104, 0.225, -160.933,,,, 29.02,,, 0.000000, 0.000000, 0.000, 0.000, 0.000, 0, 0.00, 31.20, 0.00, 0.89404, 0.00174, 0.00131, -0.44785,
 14:46:23.916,COM3, 2076-28-187 08:14:43.464, 0.000, 0.000, 1.011, 0.000, 0.000, 0.000, 0.110, 0.220, -160.933,,,, 29.05,,, 0.000000, 0.000000, 0.000, 0.000, 0.000, 0, 0.00, 31.20, 0.00, 0.89404, 0.00174, 0.00131, -0.44785,
 14:46:24.117,COM3, 2076-28-187 08:14:43.675, -0.002, 0.000, 1.013, 0.000, 0.000, 0.000, 0.110, 0.225, -160.933,,,, 29.05,,, 0.000000, 0.000000, 0.000, 0.000, 0.000, 0, 0.00, 31.20, 0.00, 0.89407, 0.00174, 0.00131, -0.44781,
 14:46:24.315,COM3, 2076-28-187 08:14:43.864, 0.024, 0.000, 1.012, 0.000, 0.244, 0.000, 0.121, 0.253, -160.933,,,, 29.02,,, 0.000000, 0.000000, 0.000, 0.000, 0.000, 0, 0.00, 31.20, 0.00, 0.89407, 0.00192, 0.00146, -0.44781,
 14:46:24.514,COM3, 2076-28-187 08:14:44.050, -0.006, -0.003, 1.012, -0.061, -0.122, -8.362, 0.077, 0.236, -161.197,,,, 29.05,,, 0.000000, 0.000000, 0.000, 0.000, 0.000, 0, 0.00, 31.20, 0.00, 0.89322, 0.00156, 0.00153, -0.44952,
 14:46:24.715,COM3, 2076-28-187 08:14:44.259, 0.108, -0.053, 1.015, -0.061, 0.549, -3.357, 0.027, 0.209, -162.147,,,, 29.02,,, 0.000000, 0.000000, 0.000, 0.000, 0.000, 0, 0.00, 31.20, 0.00, 0.88934, 0.00107, 0.00153, -0.45712,
 14:46:24.911,COM3, 2076-28-187 08:14:44.449, -0.035, -0.022, 1.015, -0.671, 0.366, -26.428, -0.038, 0.148, -163.109,,,, 29.02,,, 0.000000, 0.000000, 0.000, 0.000, 0.000, 0, 0.00, 31.20, 0.00, 0.88596, 0.00027, 0.00134, -0.46365,
 14:46:25.112,COM3, 2076-28-187 08:14:44.660, 0.027, 0.109, 1.019, 5.798, -0.244, -93.140, 0.071, 0.143, -178.456,,,, 29.00,,, 0.000000, 0.000000, 0.000, 0.000, 0.000, 0, 0.00, 31.20, 0.00, 0.81778, 0.00122, 0.00064, -0.57547,
 14:46:25.311,COM3, 2076-28-187 08:14:44.849, 0.087, -0.119, 1.014, 0.183, -0.244, -53.345, 0.011, 0.143, 167.305,,,, 29.02,,, 0.000000, 0.000000, 0.000, 0.000, 0.000, 0, 0.00, 31.20, 0.00, 0.73901, 0.00092, 0.00085, -0.67361,
 14:46:25.511,COM3, 2076-28-187 08:14:45.059, -0.021, 0.152, 1.026, -2.197, 2.380, 15.503, 1.857, -0.154, 172.606,,,, 29.00,,, 0.000000, 0.000000, 0.000, 0.000, 0.000, 0, 0.00, 31.20, 0.00, 0.76736, 0.01157, -0.01144, -0.64093,
 14:46:25.708,COM3, 2076-28-187 08:14:45.255, -0.171, -0.046, 1.022, -7.507, 1.587, 72.876, 0.132, 0.203, 177.539,,,, 29.02,,, 0.000000, 0.000000, 0.000, 0.000, 0.000, 0, 0.00, 31.20, 0.00, 0.79285, 0.00201, 0.00070, -0.60934,
 14:46:25.908,COM3, 2076-28-187 08:14:45.465, 0.066, 0.001, 1.016, 3.174, -1.160, 27.222, -0.077, 0.198, -172.062,,,, 28.97,,, 0.000000, 0.000000, 0.000, 0.000, 0.000, 0, 0.00, 31.20, 0.00, 0.84586, 0.00034, 0.00183, -0.53333,
 14:46:26.106,COM3, 2076-28-187 08:14:45.654, -0.059, -0.065, 1.017, 1.892, 0.183, 38.635, 0.143, 0.176, -160.241,,,, 29.00,,, 0.000000, 0.000000, 0.000, 0.000, 0.000, 0, 0.00, 31.20, 0.00, 0.89606, 0.00183, 0.00079, -0.44382,
 14:46:26.305,COM3, 2076-28-187 08:14:45.839, -0.140, 0.000, 1.011, 2.014, 1.038, 54.077, 0.143, 0.082, -157.505,,,, 29.00,,, 0.000000, 0.000000, 0.000, 0.000, 0.000, 0, 0.00, 31.20, 0.00, 0.90610, 0.00146, 0.00012, -0.42294,
 14:46:26.504,COM3, 2076-28-187 08:14:46.055, 0.308, -0.035, 1.009, 0.183, 0.000, 62.988, 0.104, 0.044, -148.343,,,, 29.02,,, 0.000000, 0.000000, 0.000, 0.000, 0.000, 0, 0.00, 31.20, 0.00, 0.93686, 0.00101, 0.00003, -0.34958,
 14:46:26.704,COM3, 2076-28-187 08:14:46.205, 0.084, -0.053, 1.011, 2.808, -0.122, 17.456, 0.807, -0.027, -143.828,,,, 29.00,,, 0.000000, 0.000000, 0.000, 0.000, 0.000, 0, 0.00, 31.20, 0.00, 0.95050, 0.00665, -0.00244, -0.31052,
 14:46:26.902,COM3, 2076-28-187 08:14:46.384, -0.060, -0.028, 1.035, -5.676, -0.549, -43.213, 0.450, -0.071, -149.865,,,, 28.99,,, 0.000000, 0.000000, 0.000, 0.000, 0.000, 0, 0.00, 31.20, 0.00, 0.93378, 0.00345, -0.00198, -0.35767,
 14:46:27.101,COM3, 2076-28-187 08:14:46.604, -0.042, 0.000, 1.011, 0.793, -0.366, -38.757, 0.209, -0.022, -158.242,,,, 29.02,,, 0.000000, 0.000000, 0.000, 0.000, 0.000, 0, 0.00, 31.20, 0.00, 0.90509, 0.00156, -0.00098, -0.42508,
 14:46:27.301,COM3, 2076-28-187 08:14:46.789, 0.032, 0.002, 1.015, 0.000, -0.610, -16.602, 0.159, -0.033, -163.784,,,, 28.99,,, 0.000000, 0.000000, 0.000, 0.000, 0.000, 0, 0.00, 31.20, 0.00, 0.88303, 0.00110, -0.00092, -0.46921,
 14:46:27.499,COM3, 2076-28-187 08:14:47.019, 0.011, 0.006, 1.018, 0.671, 2.075, -24.170, 0.159, 0.000, -167.108,,,, 28.94,,, 0.000000, 0.000000, 0.000, 0.000, 0.000, 0, 0.00, 31.20, 0.00, 0.86923, 0.00119, -0.00070, -0.49429,
 14:46:27.699,COM3, 2076-28-187 08:14:47.240, -0.056, -0.006, 1.012, -0.549, 0.000, -6.897, 0.082, 0.110, -170.662,,,, 28.95,,, 0.000000, 0.000000, 0.000, 0.000, 0.000, 0, 0.00, 31.20, 0.00, 0.85309, 0.00113, 0.00043, -0.52167,
 14:46:27.898,COM3, 2076-28-187 08:14:47.425, -0.048, 0.000, 1.001, 12.695, 3.235, -29.846, 1.307, 0.379, -173.952,,,, 28.97,,, 0.000000, 0.000000, 0.000, 0.000, 0.000, 0, 0.00, 31.20, 0.00, 0.83826, 0.01138, -0.00342, -0.54504,
 14:46:28.098,COM3, 2076-28-187 08:14:47.644, -0.035, -0.010, 0.986, -6.836, -3.174, -39.490, 1.566, 0.555, -178.583,,,, 29.00,,, 0.000000, 0.000000, 0.000, 0.000, 0.000, 0, 0.00, 31.20, 0.00, 0.81577, 0.01398, -0.00391, -0.57809,
 14:46:28.296,COM3, 2076-28-187 08:14:47.824, -0.091, -0.007, 1.010, -1.099, 0.000, 0.122, 0.126, 0.363, 176.358,,,, 29.00,,, 0.000000, 0.000000, 0.000, 0.000, 0.000, 0, 0.00, 31.20, 0.00, 0.78851, 0.00284, 0.00180, -0.61490,
 14:46:28.496,COM3, 2076-28-187 08:14:48.009, -0.046, -0.018, 1.004, 10.864, 0.610, 22.949, 0.357, 0.401, 176.957,,,, 28.97,,, 0.000000, 0.000000, 0.000, 0.000, 0.000, 0, 0.00, 31.20, 0.00, 0.79111, 0.00461, 0.00082, -0.61157,
 14:46:28.696,COM3, 2076-28-187 08:14:48.230, -0.021, 0.051, 0.992, -7.507, 4.028, 13.367, 1.071, 0.291, -179.363,,,, 28.97,,, 0.000000, 0.000000, 0.000, 0.000, 0.000, 0, 0.00, 31.20, 0.00, 0.81049, 0.00906, -0.00339, -0.58557,
