时间,设备名称,片上时间(),加速度X(g),加速度Y(g),加速度Z(g),角速度X(°/s),角速度Y(°/s),角速度Z(°/s),角度X(°),角度Y(°),角度Z(°),磁场X(ʯt),磁场Y(ʯt),磁场Z(ʯt),温度(℃),气压(Pa),高度(m),经度(),纬度(),GPS地速(km),运动航向角(°),GPS高度(m),卫星数量(),位置定位精度(),水平定位精度(),垂直定位精度(),四元数0(),四元数1(),四元数2(),四元数3()
 20:04:48.526,COM5, 2024-08-16 20:04:50.004, 0.000, 0.000, 0.999, 0.000, 0.000, 0.000, -8.124, 5.169, 0.000,,,, 28.01,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:48.636,COM5, 2024-08-16 20:04:50.125, 0.000, 0.000, 0.999, 0.000, 0.000, 0.000, -8.119, 5.164, 0.000,,,, 27.99,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:48.723,COM5, 2024-08-16 20:04:50.225, 0.000, 0.000, 0.998, 0.000, 0.000, 0.000, -8.124, 5.164, 0.000,,,, 28.01,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:48.823,COM5, 2024-08-16 20:04:50.310, 0.000, 0.000, 0.999, 0.000, 0.000, 0.000, -8.119, 5.164, 0.000,,,, 27.99,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:48.932,COM5, 2024-08-16 20:04:50.410, 0.000, 0.000, 0.999, 0.000, 0.000, 0.000, -8.119, 5.169, 0.000,,,, 28.02,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:49.024,COM5, 2024-08-16 20:04:50.530, 0.000, 0.000, 0.999, 0.000, 0.000, 0.000, -8.124, 5.164, 0.000,,,, 27.99,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:49.133,COM5, 2024-08-16 20:04:50.630, 0.000, 0.001, 0.999, 0.000, 0.000, 0.000, -8.119, 5.169, 0.000,,,, 28.02,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:49.226,COM5, 2024-08-16 20:04:50.709, 0.000, 0.000, 0.999, 0.000, 0.000, 0.000, -8.113, 5.164, 0.000,,,, 27.99,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:49.321,COM5, 2024-08-16 20:04:50.809, 0.000, 0.000, 0.998, 0.000, 0.000, 0.000, -8.119, 5.164, 0.000,,,, 27.98,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:49.430,COM5, 2024-08-16 20:04:50.929, 0.001, 0.000, 1.000, 0.000, 0.000, 0.000, -8.124, 5.169, 0.000,,,, 27.99,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:49.523,COM5, 2024-08-16 20:04:51.029, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, -8.124, 5.169, 0.000,,,, 27.98,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:49.631,COM5, 2024-08-16 20:04:51.115, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, -8.124, 5.164, 0.000,,,, 28.01,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:49.725,COM5, 2024-08-16 20:04:51.215, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, -8.119, 5.164, 0.000,,,, 28.01,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:49.818,COM5, 2024-08-16 20:04:51.330, 0.000, 0.000, 0.999, 0.000, 0.000, 0.000, -8.119, 5.169, 0.000,,,, 28.02,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:49.928,COM5, 2024-08-16 20:04:51.430, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, -8.124, 5.169, 0.000,,,, 28.05,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:50.016,COM5, 2024-08-16 20:04:51.515, 0.000, 0.000, 0.999, 0.000, 0.000, 0.000, -8.124, 5.169, 0.000,,,, 27.98,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:50.116,COM5, 2024-08-16 20:04:51.615, 0.000, 0.000, 0.999, 0.000, 0.000, 0.000, -8.124, 5.169, 0.000,,,, 27.99,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:50.220,COM5, 2024-08-16 20:04:51.699, 0.000, 0.000, 0.999, 0.000, 0.000, 0.000, -8.124, 5.169, 0.000,,,, 28.01,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:50.329,COM5, 2024-08-16 20:04:51.799, 0.000, 0.000, 0.998, 0.000, 0.000, 0.000, -8.119, 5.175, 0.000,,,, 27.99,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:50.424,COM5, 2024-08-16 20:04:51.914, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, -8.119, 5.169, 0.000,,,, 28.05,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:50.518,COM5, 2024-08-16 20:04:52.014, 0.000, 0.000, 0.999, 0.000, 0.000, 0.000, -8.119, 5.175, 0.000,,,, 28.01,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:50.626,COM5, 2024-08-16 20:04:52.100, 0.000, 0.000, 0.999, 0.000, 0.000, 0.000, -8.119, 5.175, 0.000,,,, 28.02,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:50.720,COM5, 2024-08-16 20:04:52.200, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, -8.119, 5.175, 0.000,,,, 27.99,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:50.813,COM5, 2024-08-16 20:04:52.320, 0.000, 0.000, 0.999, 0.000, 0.000, 0.000, -8.124, 5.169, 0.000,,,, 28.02,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:50.923,COM5, 2024-08-16 20:04:52.420, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, -8.119, 5.169, 0.000,,,, 28.01,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:51.016,COM5, 2024-08-16 20:04:52.500, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, -8.130, 5.169, 0.000,,,, 28.04,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:51.125,COM5, 2024-08-16 20:04:52.600, 0.000, 0.000, 0.999, 0.000, 0.000, 0.000, -8.124, 5.169, 0.000,,,, 28.02,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:51.218,COM5, 2024-08-16 20:04:52.719, 0.000, 0.000, 0.999, 0.000, 0.000, 0.000, -8.119, 5.169, 0.000,,,, 27.99,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:51.311,COM5, 2024-08-16 20:04:52.819, 0.000, 0.000, 0.998, 0.000, 0.000, 0.000, -8.124, 5.169, 0.000,,,, 28.02,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:51.421,COM5, 2024-08-16 20:04:52.904, 0.000, 0.000, 0.999, 0.000, 0.000, 0.000, -8.124, 5.169, 0.000,,,, 28.02,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:51.515,COM5, 2024-08-16 20:04:53.004, 0.000, 0.000, 0.999, 0.000, 0.000, 0.000, -8.124, 5.164, 0.000,,,, 27.99,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:51.624,COM5, 2024-08-16 20:04:53.125, 0.000, 0.000, 0.999, 0.000, 0.000, 0.000, -8.124, 5.169, 0.000,,,, 28.01,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:51.717,COM5, 2024-08-16 20:04:53.225, 0.000, 0.000, 0.999, 0.000, 0.000, 0.000, -8.130, 5.169, 0.000,,,, 28.02,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:51.811,COM5, 2024-08-16 20:04:53.305, 0.000, 0.000, 0.999, 0.000, 0.000, 0.000, -8.124, 5.169, 0.000,,,, 28.04,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:51.920,COM5, 2024-08-16 20:04:53.405, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, -8.124, 5.169, 0.000,,,, 27.98,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:52.013,COM5, 2024-08-16 20:04:53.459, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, -8.130, 5.169, 0.000,,,, 28.02,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:52.107,COM5, 2024-08-16 20:04:53.590, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, -8.124, 5.164, 0.000,,,, 28.02,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:52.216,COM5, 2024-08-16 20:04:53.709, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, -8.124, 5.169, 0.000,,,, 28.02,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:52.308,COM5, 2024-08-16 20:04:53.809, 0.001, 0.000, 0.999, 0.000, 0.000, 0.000, -8.124, 5.175, 0.000,,,, 28.02,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:52.418,COM5, 2024-08-16 20:04:53.825, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, -8.124, 5.169, 0.000,,,, 28.02,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:52.512,COM5, 2024-08-16 20:04:53.989, 0.001, 0.000, 1.000, 0.000, 0.000, 0.000, -8.124, 5.169, 0.000,,,, 27.99,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:52.606,COM5, 2024-08-16 20:04:54.110, 0.000, 0.000, 0.999, 0.000, 0.000, 0.000, -8.119, 5.169, 0.000,,,, 28.01,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:52.716,COM5, 2024-08-16 20:04:54.210, 0.000, 0.000, 0.998, 0.000, 0.000, 0.000, -8.119, 5.164, 0.000,,,, 27.99,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:52.809,COM5, 2024-08-16 20:04:54.229, 0.000, 0.000, 0.999, 0.000, 0.000, 0.000, -8.119, 5.169, 0.000,,,, 28.02,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:52.902,COM5, 2024-08-16 20:04:54.390, 0.000, 0.000, 0.999, 0.000, 0.000, 0.000, -8.119, 5.169, 0.000,,,, 28.02,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:53.011,COM5, 2024-08-16 20:04:54.510, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, -8.119, 5.164, 0.000,,,, 28.02,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:53.103,COM5, 2024-08-16 20:04:54.610, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, -8.124, 5.169, 0.000,,,, 28.01,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:53.213,COM5, 2024-08-16 20:04:54.630, 0.000, 0.001, 0.999, 0.000, 0.000, 0.000, -8.124, 5.169, 0.000,,,, 28.02,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:53.307,COM5, 2024-08-16 20:04:54.794, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, -8.119, 5.169, 0.000,,,, 27.99,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:53.400,COM5, 2024-08-16 20:04:54.914, 0.000, 0.000, 0.999, 0.000, 0.000, 0.000, -8.130, 5.169, 0.000,,,, 28.01,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:53.508,COM5, 2024-08-16 20:04:55.014, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, -8.124, 5.169, 0.000,,,, 28.01,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:53.603,COM5, 2024-08-16 20:04:55.030, 0.000, 0.000, 0.999, 0.000, 0.000, 0.000, -8.124, 5.169, 0.000,,,, 28.02,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:53.712,COM5, 2024-08-16 20:04:55.195, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, -8.124, 5.169, 0.000,,,, 28.02,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:53.805,COM5, 2024-08-16 20:04:55.315, 0.000, 0.000, 0.998, 0.000, 0.000, 0.000, -8.124, 5.169, 0.000,,,, 28.02,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:53.899,COM5, 2024-08-16 20:04:55.415, 0.000, 0.000, 0.999, 0.000, 0.000, 0.000, -8.124, 5.169, 0.000,,,, 28.04,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:54.008,COM5, 2024-08-16 20:04:55.500, 0.001, 0.000, 0.999, 0.000, 0.000, 0.000, -8.119, 5.175, 0.000,,,, 28.02,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:54.102,COM5, 2024-08-16 20:04:55.600, 0.000, 0.000, 0.999, 0.000, 0.000, 0.000, -8.124, 5.164, 0.000,,,, 28.02,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:54.210,COM5, 2024-08-16 20:04:55.655, 0.000, 0.000, 0.999, 0.000, 0.000, 0.000, -8.124, 5.169, 0.000,,,, 28.01,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:54.305,COM5, 2024-08-16 20:04:55.779, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, -8.119, 5.175, 0.000,,,, 28.02,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:54.398,COM5, 2024-08-16 20:04:55.899, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, -8.124, 5.169, 0.000,,,, 28.02,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:54.506,COM5, 2024-08-16 20:04:55.999, 0.000, 0.000, 0.999, 0.000, 0.000, 0.000, -8.124, 5.169, 0.000,,,, 28.02,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:54.600,COM5, 2024-08-16 20:04:56.020, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, -8.130, 5.169, 0.000,,,, 28.04,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:54.694,COM5, 2024-08-16 20:04:56.185, 0.000, 0.001, 0.999, 0.000, 0.000, 0.000, -8.124, 5.169, 0.000,,,, 27.99,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:54.804,COM5, 2024-08-16 20:04:56.300, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, -8.124, 5.169, 0.000,,,, 28.02,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:54.897,COM5, 2024-08-16 20:04:56.400, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, -8.124, 5.169, 0.000,,,, 28.01,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:55.006,COM5, 2024-08-16 20:04:56.419, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, -8.119, 5.169, 0.000,,,, 28.02,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:55.099,COM5, 2024-08-16 20:04:56.585, 0.000, 0.000, 0.999, 0.000, 0.000, 0.000, -8.124, 5.169, 0.000,,,, 28.02,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:55.193,COM5, 2024-08-16 20:04:56.704, 0.000, 0.000, 0.999, 0.000, 0.000, 0.000, -8.124, 5.169, 0.000,,,, 28.02,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:55.303,COM5, 2024-08-16 20:04:56.804, 0.001, 0.000, 0.999, 0.000, 0.000, 0.000, -8.124, 5.169, 0.000,,,, 28.04,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:55.396,COM5, 2024-08-16 20:04:56.825, 0.000, 0.002, 1.000, 0.000, 0.000, 0.000, -8.124, 5.164, 0.000,,,, 28.01,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:55.489,COM5, 2024-08-16 20:04:56.984, -0.002, -0.001, 0.998, 0.000, 0.000, 0.000, -8.113, 5.153, 0.000,,,, 28.04,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:55.599,COM5, 2024-08-16 20:04:57.105, 0.002, 0.000, 1.000, 0.000, 0.000, 0.000, -8.130, 5.180, 0.000,,,, 28.04,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:55.693,COM5, 2024-08-16 20:04:57.205, 0.000, 0.001, 0.999, 0.000, 0.000, 0.000, -8.124, 5.186, 0.000,,,, 28.05,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:55.787,COM5, 2024-08-16 20:04:57.224, -0.002, 0.000, 0.999, 0.000, 0.000, 0.000, -8.119, 5.164, 0.000,,,, 28.01,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:55.896,COM5, 2024-08-16 20:04:57.390, 0.003, 0.000, 1.000, 0.000, 0.000, 0.000, -8.130, 5.180, 0.000,,,, 28.04,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:55.990,COM5, 2024-08-16 20:04:57.444, 0.000, 0.000, 0.999, 0.000, 0.000, 0.000, -8.130, 5.180, 0.000,,,, 28.02,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:56.098,COM5, 2024-08-16 20:04:57.570, 0.000, 0.001, 0.999, 0.000, 0.000, 0.000, -8.119, 5.153, 0.000,,,, 28.02,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:56.192,COM5, 2024-08-16 20:04:57.625, 0.001, -0.001, 0.999, 0.000, 0.000, 0.000, -8.124, 5.158, 0.000,,,, 28.04,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:56.286,COM5, 2024-08-16 20:04:57.789, 0.000, 0.001, 0.998, 0.000, 0.000, 0.000, -8.130, 5.164, 0.000,,,, 28.02,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:56.396,COM5, 2024-08-16 20:04:57.810, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, -8.119, 5.153, 0.000,,,, 28.02,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:56.489,COM5, 2024-08-16 20:04:57.974, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, -8.119, 5.158, 0.000,,,, 28.02,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:56.598,COM5, 2024-08-16 20:04:58.030, 0.000, 0.000, 0.999, 0.000, 0.000, 0.000, -8.124, 5.164, 0.000,,,, 28.04,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:56.691,COM5, 2024-08-16 20:04:58.195, -0.002, 0.000, 0.998, 0.000, 0.000, 0.000, -8.130, 5.158, 0.000,,,, 28.04,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:56.784,COM5, 2024-08-16 20:04:58.209, 0.000, 0.000, 1.001, 0.000, 0.000, 0.000, -8.124, 5.153, 0.000,,,, 28.02,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:56.893,COM5, 2024-08-16 20:04:58.375, 0.003, 0.002, 0.997, 0.000, 0.000, 0.000, -8.124, 5.175, 0.000,,,, 28.01,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:56.988,COM5, 2024-08-16 20:04:58.429, -0.006, 0.000, 1.000, 0.000, 0.000, 0.000, -8.119, 5.136, 0.000,,,, 28.02,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:57.096,COM5, 2024-08-16 20:04:58.595, 0.004, 0.000, 0.999, 0.000, 0.000, 0.000, -8.119, 5.164, 0.000,,,, 27.99,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:57.190,COM5, 2024-08-16 20:04:58.615, 0.000, 0.000, 0.998, 0.000, 0.000, 0.000, -8.130, 5.186, 0.000,,,, 28.02,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:57.283,COM5, 2024-08-16 20:04:58.779, -0.003, 0.000, 0.999, 0.000, 0.000, 0.000, -8.130, 5.142, 0.000,,,, 28.02,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:57.392,COM5, 2024-08-16 20:04:58.879, 0.003, 0.002, 0.999, 0.000, 0.000, 0.000, -8.124, 5.169, 0.000,,,, 28.02,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:57.486,COM5, 2024-08-16 20:04:58.959, -0.002, -0.001, 1.000, 0.000, 0.000, 0.000, -8.113, 5.180, 0.000,,,, 28.02,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:57.579,COM5, 2024-08-16 20:04:59.015, -0.002, -0.001, 1.000, 0.000, 0.000, 0.000, -8.141, 5.153, 0.000,,,, 28.02,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:57.688,COM5, 2024-08-16 20:04:59.180, 0.001, 0.002, 1.000, 0.000, 0.000, 0.000, -8.130, 5.180, 0.000,,,, 28.04,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:57.781,COM5, 2024-08-16 20:04:59.234, 0.001, 0.000, 0.998, 0.000, 0.000, 0.000, -8.119, 5.175, 0.000,,,, 28.02,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:57.889,COM5, 2024-08-16 20:04:59.365, -0.001, 0.000, 0.999, 0.000, 0.000, 0.000, -8.130, 5.158, 0.000,,,, 28.04,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:57.982,COM5, 2024-08-16 20:04:59.414, 0.000, 0.000, 1.002, 0.000, 0.000, 0.000, -8.130, 5.164, 0.000,,,, 28.01,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:58.092,COM5, 2024-08-16 20:04:59.580, 0.001, 0.000, 0.998, 0.000, 0.000, 0.000, -8.124, 5.169, 0.000,,,, 28.05,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:58.185,COM5, 2024-08-16 20:04:59.600, -0.001, 0.000, 1.000, 0.000, 0.000, 0.000, -8.119, 5.158, 0.000,,,, 28.05,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:58.278,COM5, 2024-08-16 20:04:59.764, -0.001, 0.000, 1.000, 0.000, 0.000, 0.000, -8.135, 5.153, 0.000,,,, 28.04,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:58.388,COM5, 2024-08-16 20:04:59.820, 0.001, 0.001, 0.999, 0.000, 0.000, 0.000, -8.124, 5.169, 0.000,,,, 28.02,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:58.481,COM5, 2024-08-16 20:04:59.984, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, -8.113, 5.169, 0.000,,,, 28.02,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:58.590,COM5, 2024-08-16 20:05:00.000, 0.000, 0.003, 0.994, 0.000, 0.000, 0.000, -8.102, 5.169, 0.000,,,, 28.07,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:58.683,COM5, 2024-08-16 20:05:00.165, 0.000, -0.001, 1.000, 0.000, 0.000, 0.000, -8.135, 5.164, 0.000,,,, 27.99,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:58.776,COM5, 2024-08-16 20:05:00.219, 0.000, 0.004, 0.999, 0.000, 0.000, 0.000, -8.119, 5.186, 0.000,,,, 28.04,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:58.884,COM5, 2024-08-16 20:05:00.385, 0.000, -0.002, 1.000, 0.000, 0.000, 0.000, -8.108, 5.169, 0.000,,,, 28.01,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:58.977,COM5, 2024-08-16 20:05:00.404, 0.000, -0.001, 1.000, 0.000, 0.000, 0.000, -8.135, 5.164, 0.000,,,, 28.02,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:59.086,COM5, 2024-08-16 20:05:00.570, 0.001, 0.002, 0.998, 0.000, 0.000, 0.000, -8.124, 5.164, 0.000,,,, 28.05,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:59.179,COM5, 2024-08-16 20:05:00.625, 0.000, 0.000, 0.999, 0.000, 0.000, 0.000, -8.119, 5.164, 0.000,,,, 28.02,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:59.271,COM5, 2024-08-16 20:05:00.784, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, -8.130, 5.158, 0.000,,,, 28.02,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:59.380,COM5, 2024-08-16 20:05:00.805, 0.000, 0.001, 0.999, 0.000, 0.000, 0.000, -8.130, 5.164, 0.000,,,, 28.02,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:59.473,COM5, 2024-08-16 20:05:00.969, 0.002, 0.000, 1.000, 0.000, 0.000, 0.000, -8.119, 5.169, 0.000,,,, 28.05,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:59.582,COM5, 2024-08-16 20:05:01.069, -0.001, -0.001, 0.999, 0.000, 0.000, 0.000, -8.130, 5.158, 0.000,,,, 28.02,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:59.676,COM5, 2024-08-16 20:05:01.155, 0.000, 0.001, 0.998, 0.000, 0.000, 0.000, -8.130, 5.169, 0.000,,,, 28.02,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
 20:04:59.768,COM5, 2024-08-16 20:05:01.209, 0.000, 0.000, 0.998, 0.000, 0.000, 0.000, -8.124, 5.169, 0.000,,,, 28.02,,, 108.652416, 34.260496, 0.000, 150.800, 389.000,,,,,,,,,
