Gyro_X,Gyro_Y,Gyro_Z,Accel_X,Accel_Y,Accel_Z,Timestamp
0.4212,0.705,-0.8057,0.0024,-0.032,1.0053,86.0999999999767
-2.9572,-0.2197,-2.2156,-0.0153,-0.0998,0.9897,86.2000000000116
-1.3459,-3.1312,-2.4995,0.0122,-0.1065,0.9992,86.2999999999884
-2.6093,0.0458,-2.9389,0.0504,-0.1123,0.9687,86.3999999999651
0.2472,-0.3479,-3.7812,0.0168,-0.1062,0.9375,86.5
1.2452,-0.4028,-3.4883,0.0107,-0.1053,1.041,86.5999999999767
-0.4944,0.2289,-4.706,0.04,-0.1151,0.9943,86.7000000000116
-0.7782,-1.2452,-4.5228,0.0177,-0.0974,1.0062,86.7999999999884
1.5473,-1.3001,-4.4679,0.0272,-0.1141,0.9806,86.8999999999651
-0.119,-0.4944,-4.8433,0.0345,-0.0946,1.0562,87
0.7324,-0.5768,-4.6693,0.032,-0.1019,0.9613,87.0999999999767
1.3916,-0.9156,-4.239,0.0198,-0.0858,0.9818,87.2000000000116
1.5381,0.2106,-4.532,0.0372,-0.0812,1.026,87.2999999999884
-0.6958,0.5585,-4.8891,0.0235,-0.0858,0.9922,87.3999999999651
0.5219,-0.9156,-4.8433,0.025,-0.0735,0.9809,87.5
0.2472,-0.0458,-4.6693,0.0333,-0.0931,1.0077,87.5999999999767
-1.1078,0.8698,-5.0081,0.0241,-0.0967,1.0175,87.7000000000116
0.9156,-1.0987,-4.7975,0.0168,-0.0772,0.9903,87.7999999999884
1.0987,-0.0732,-4.4862,0.0351,-0.0647,0.9714,87.8999999999651
0.9613,-0.2838,-4.6419,0.0189,-0.0049,1.0092,88
-0.2106,0.412,-4.1475,0.0345,-0.025,0.9934,88.0999999999767
0.1007,0.1007,-3.3052,0.0006,-0.0143,1.0169,88.2000000000116
-0.8332,-0.5036,-2.3713,0.0006,-0.0204,1.0224,88.2999999999884
-0.3662,-0.8881,-1.5564,0.0247,-0.0098,0.9772,88.3999999999651
-0.3204,2.0875,-0.6043,0.0043,-0.0027,1.0007,88.5
0.5676,-0.2106,-0.5585,-0.0293,0.0043,0.9909,88.5999999999767
0.6867,-0.9522,0.5036,-0.0034,0.0299,1.0132,88.7000000000116
0.6134,0.1373,1.0804,-0.0131,0.0323,0.9946,88.7999999999884
1.3916,0.4303,1.4649,-0.0089,0.0528,0.9787,88.8999999999651
0.586,-0.0641,1.9318,-0.0192,0.0623,1.0181,89
1.5564,-0.6867,1.9868,-0.0195,0.0821,0.997,89.0999999999767
0.3113,-0.6409,2.0325,-0.0177,0.087,1.0202,89.2000000000116
1.6846,0.5127,1.7762,0.0037,0.0491,0.9925,89.2999999999884
0,-0.1099,2.3804,-0.0266,0.0714,1.0193,89.3999999999651
-0.0641,-0.6134,2.06,-0.0269,0.0488,0.9891,89.5
-0.0916,-1.1536,1.9044,0.0024,0.0821,1.0117,89.5999999999767
0.3113,-0.1373,2.3438,-0.0058,0.079,0.9928,89.7000000000116
-0.8606,-0.4486,2.7284,-0.0107,0.0757,1.0327,89.7999999999884
0.4486,-0.5951,2.179,-0.0204,0.062,0.9503,89.8999999999651
1.648,-0.9156,2.5452,0.0031,0.0977,0.987,90
-0.3021,0.5402,2.6368,-0.0244,0.0797,1.0382,90.0999999999767
-0.6592,-0.5036,2.353,-0.0098,0.0629,0.9995,90.2000000000116
-0.3296,-1.0437,2.2248,0.0018,0.0714,1.0251,90.2999999999884
-0.8606,0.293,2.3713,-0.0076,0.0525,1.0324,90.3999999999651
0.3754,0.3937,2.1699,-0.014,0.0659,0.9967,90.5
0.5127,-0.6317,1.5748,0.0043,0.0635,0.987,90.5999999999767
0.0641,0.9796,2.0234,0.0058,0.0565,1.012,90.7000000000116
-0.7782,-0.3113,1.6114,-0.0311,0.0455,1.0193,90.7999999999884
-0.7874,-1.1994,1.6022,0.0049,0.036,0.9873,90.8999999999651
-0.3662,1.7029,1.7762,0.0085,0.0256,0.9915,91
-1.8494,0.2472,1.7029,-0.0211,-0.0061,0.9949,91.0999999999767
-0.4578,-0.5768,1.41,-0.0064,-0.0116,0.9827,91.2000000000116
-0.0275,-0.3662,1.4832,0.0049,-0.0024,0.9842,91.2999999999884
-1.41,-0.5219,1.3733,0.004,-0.0247,0.9949,91.3999999999651
2.1332,-0.0549,0.412,0.0089,-0.0125,1.0105,91.5
0.119,0.2472,0.1648,0.0293,-0.0143,0.9943,91.5999999999767
1.6388,-0.2014,0.1556,0.0003,0.007,0.9702,91.7000000000116
2.8199,-0.531,-0.119,0.0073,0.0433,1.0382,91.7999999999884
-0.0458,0.4486,0.0183,0.0168,0.0491,0.997,91.8999999999651
-0.293,0.4486,0.2014,0.0009,0.029,0.9925,92
-0.8057,-0.8606,-0.2014,-0.0079,0.0211,1.0202,92.0999999999767
-2.4171,-0.4028,-0.3204,0.0183,0.004,0.9867,92.2000000000116
-1.8311,0.3204,0.0549,0.0107,-0.0021,1.0199,92.2999999999884
0.0458,0.0183,-0.1831,-0.0043,-0.0037,0.9723,92.3999999999651
-0.3021,-0.4395,-0.1648,0.0128,-0.0092,0.9659,92.5
0.8423,0.2289,-0.0458,0.0122,-0.0067,1.0144,92.5999999999767
0.998,0.4486,-0.3204,0.0027,-0.0098,1.0062,92.7000000000116
0.293,-0.6958,-0.1465,0.0195,0.0156,1.0105,92.7999999999884
0.7782,0,0.0641,0.0143,0.0165,1.0199,92.8999999999651
0.1465,-0.0458,-0.0549,0.0034,0.0388,0.9891,93
-1.3916,-0.8148,-0.0549,0.0119,0.0284,1.005,93.0999999999767
-0.174,0,-0.1007,0.0165,0.0125,0.9888,93.2000000000116
-0.998,0.998,-1.0437,0.0275,0.0021,1.0147,93.2999999999884
-0.5036,-0.0549,-1.0071,0.018,0.0201,0.9879,93.3999999999651
-1.4374,-0.3113,-0.7141,0.0061,0.0095,0.9967,93.5
-2.765,-1.4008,-1.5473,0.0266,-0.0006,0.9806,93.5999999999767
-2.0325,1.5198,-0.4486,0.0531,0.0104,1.012,93.7000000000116
-1.9959,2.646,-0.7324,-0.0003,-0.0186,1.0117,93.7999999999884
2.1149,-0.1556,-1.0712,-0.0015,-0.0217,0.8914,93.8999999999651
0.9156,-0.2197,-0.9064,0.0107,0.0055,1.1039,94
-0.5768,-0.1831,-0.1465,0.0189,-0.0296,0.9238,94.0999999999767
3.4242,1.9135,0.5493,-0.0082,-0.0015,1.0593,94.2000000000116
-0.6592,-0.824,1.3276,0.0046,-0.0089,0.9812,94.2999999999884
-0.6684,2.0692,1.1994,-0.0125,-0.0244,1.0218,94.3999999999651
0.1556,-1.2726,0.4486,0,-0.0024,0.9482,94.5
0.6958,2.0692,1.1994,-0.0031,-0.0339,1.0779,94.5999999999767
-1.5473,-1.3916,-0.0458,-0.0018,-0.0439,0.9528,94.7000000000116
2.591,0.1556,0.65,0.0049,-0.0061,0.9763,94.7999999999884
-0.8148,0.586,0.6043,0.0018,-0.015,1.0135,94.8999999999651
0.5951,0.5219,0.943,0.0052,-0.0272,1.0102,95
0.4852,0.9796,1.4924,-0.0201,-0.0134,1.0306,95.0999999999767
0.5951,0.3113,1.2726,-0.0244,-0.0186,0.965,95.2000000000116
0.3937,-0.1007,1.2635,-0.0159,-0.0116,0.9937,95.2999999999884
0.4944,-0.0916,1.0804,-0.0208,-0.0357,1.0389,95.3999999999651
-2.4812,-0.6317,0.9796,-0.0107,-0.0632,0.976,95.5
-0.3021,-0.6134,1.0437,-0.0031,-0.043,1.0062,95.5999999999767
-1.3642,1.2452,0.9888,0.0107,-0.0644,1.0022,95.7000000000116
-0.7416,0.7782,0.5402,-0.0119,-0.0662,0.9787,95.7999999999884
-1.236,-0.4761,0.7782,-0.0159,-0.0497,0.9806,95.8999999999651
1.7121,-0.6684,0.7233,-0.0195,-0.0635,0.9839,96
1.7396,0.1007,0.7965,0.004,-0.0491,1.0392,96.0999999999767
1.474,0.9247,0.9522,0.0037,-0.0583,0.9885,96.2000000000116
0.2014,0.9064,1.3642,-0.025,-0.0461,1.0221,96.2999999999884
2.3164,-0.1282,0.998,-0.0186,-0.0485,0.9702,96.3999999999651
-0.9247,0.0732,0.6684,-0.0021,-0.0455,1.0767,96.5
-1.9776,0.4212,0.5585,0.0073,-0.0735,0.961,96.5999999999767
-0.0366,-0.7416,1.117,-0.0293,-0.0485,1.0047,96.7000000000116
0.4395,-0.6867,0.4944,-0.0333,-0.0568,1.0041,96.7999999999884
-0.7691,-3.0122,0.0732,0.018,-0.0674,0.9738,96.8999999999651
0.1923,1.9135,0.7324,0.0372,-0.0708,1.0215,97
1.0071,2.5819,0.8332,-0.0116,-0.0699,0.9775,97.0999999999767
0.1099,-0.0549,0.3571,-0.0473,-0.0632,1.0117,97.2000000000116
-0.412,-2.9389,0.1648,-0.0058,-0.08,1.0144,97.2999999999884
-0.0824,-0.8881,0.2747,0.0168,-0.076,0.9821,97.3999999999651
-0.1373,1.3642,0.8332,0.0143,-0.0662,1.0184,97.5
-0.6043,0.5402,1.0254,-0.0247,-0.0891,0.983,97.5999999999767
-0.0275,-0.6684,0.3937,-0.0107,-0.0784,1.012,97.7000000000116
-0.9339,-1.0895,0.0641,-0.0055,-0.0809,0.9738,97.7999999999884
1.0529,0.3296,0.2838,0.0189,-0.0815,1.0245,97.8999999999651
0.6775,0.9705,0.5768,-0.004,-0.0681,0.9983,98
0.2472,0.8881,0.293,-0.0031,-0.0729,0.9684,98.0999999999767
0.4944,-0.2197,0.3479,-0.0308,-0.0787,1.0013,98.2000000000116
0.8881,-2.8932,-0.0092,-0.0143,-0.0583,1.0486,98.2999999999884
0.6684,-0.3845,1.5473,0.025,-0.0366,0.9806,98.3999999999651
1.0895,1.7579,2.2065,0,-0.0464,0.9781,98.5
0.174,1.2177,2.9481,-0.0259,-0.0208,1.0135,98.5999999999767
-0.65,0.3662,4.1932,-0.0351,-0.0433,0.9931,98.7000000000116
-0.7782,-0.3204,5.4567,-0.0302,-0.0305,0.9775,98.7999999999884
-0.5493,1.0987,6.9399,-0.0345,-0.047,0.9803,98.8999999999651
-0.3479,2.0783,8.3682,-0.0537,-0.0485,1.0419,99
0.6867,-0.0549,9.4302,-0.069,-0.0452,1.0089,99.0999999999767
-0.7141,-0.4028,10.1993,-0.0629,-0.0354,1.0056,99.2000000000116
0.5219,-0.0549,11.774,-0.0388,-0.0229,0.9479,99.2999999999884
-1.1444,0.2564,12.5156,-0.076,-0.0443,1.0453,99.3999999999651
-0.5402,-0.5219,12.8727,-0.054,-0.0342,0.9781,99.5
-0.3571,0.0549,14.301,-0.0623,-0.0235,0.9772,99.5999999999767
-0.3571,0.3296,15.7201,-0.0623,-0.0308,1.0236,99.7000000000116
0.238,0.3754,17.6336,-0.0772,-0.0247,0.9851,99.7999999999884
-1.2909,-1.2452,16.9469,-0.079,-0.0269,1.0108,99.8999999999651
-0.3296,0.3571,18.3294,-0.0613,-0.0296,0.9934,100
-0.998,0.0641,19.776,-0.0855,-0.0287,0.9915,100.099999999977
-0.3204,-0.5402,19.7394,-0.0745,-0.0305,0.9845,100.200000000012
-1.062,-0.2655,20.1147,-0.0708,-0.0342,0.9943,100.299999999988
-0.0183,-0.0549,21.2592,-0.079,-0.036,1.0034,100.399999999965
-0.824,0.3113,22.0923,-0.0757,-0.0479,0.9934,100.5
-0.0366,0.7691,22.9713,-0.0745,-0.0308,0.9873,100.599999999977
-0.4852,0.0458,22.3945,-0.0665,-0.0421,1.0205,100.700000000012
0.119,0.5951,21.9642,-0.0687,0.0073,1.0157,100.799999999988
0,1.0987,22.4494,-0.0732,0.0125,0.9967,100.899999999965
-0.0549,0.4486,22.6783,-0.0913,0.0244,1.0013,101
0.3662,0.0183,23.2276,-0.0809,0.0488,0.9857,101.099999999977
0.6317,0.7233,24.3355,-0.0879,0.0793,1.0089,101.200000000012
0.2655,0.6409,25.1686,-0.1093,0.09,1.0007,101.299999999988
0.1923,0.5402,26.5328,-0.1135,0.0858,1.012,101.399999999965
0.293,0.7324,27.8329,-0.1114,0.0919,0.9931,101.5
0.2014,1.2635,29.3802,-0.1193,0.0897,1.0144,101.599999999977
-0.5768,1.2085,30.314,-0.1492,0.0519,0.9903,101.700000000012
-1.6114,-0.0275,31.2021,-0.1502,-0.0253,1.0041,101.799999999988
-1.2452,-0.5127,30.781,-0.1413,-0.0375,1.0074,101.899999999965
-0.5585,-0.3571,30.3049,-0.1239,-0.0143,1.0138,102
-0.8423,0.0824,30.195,-0.1306,-0.0009,0.9885,102.099999999977
-0.7782,0.1648,30.4422,-0.1392,0.0214,1.0068,102.200000000012
-1.3184,-0.293,30.5063,-0.1401,0.04,1.0016,102.299999999988
-1.3642,0.3021,30.9458,-0.1462,0.0784,0.9815,102.399999999965
-2.2156,1.0071,32.3832,-0.134,0.0714,1.0059,102.5
-3.5707,0.4944,33.0058,-0.17,0.0021,0.9928,102.599999999977
-2.884,-0.6592,33.5002,-0.1767,-0.0531,0.9955,102.700000000012
-1.8677,-0.7324,32.9783,-0.1657,-0.0507,1.0105,102.799999999988
-0.586,-0.4303,32.7403,-0.1575,-0.0403,0.9778,102.899999999965
0.7416,0.5219,33.1065,-0.1389,0.0073,0.9665,103
-0.6226,1.7579,33.3354,-0.1538,0.04,0.9754,103.099999999977
-0.6958,1.7121,33.9396,-0.1886,0.043,0.9665,103.200000000012
-0.412,0.5585,35.5235,-0.2023,0.0647,0.9888,103.299999999988
-1.1902,0.998,36.2377,-0.2164,0.0494,1.0071,103.399999999965
-0.412,0.705,37.0617,-0.2191,0.0549,1.0028,103.5
-1.7121,-0.1465,38.0688,-0.2365,0.0159,1.0041,103.599999999977
-1.4557,0.0275,38.8195,-0.2319,0.0439,1.0068,103.700000000012
-0.6134,0.8148,39.5154,-0.2286,0.0192,0.969,103.799999999988
-0.9247,0.7874,39.8358,-0.2423,-0.0125,0.9809,103.899999999965
-1.4466,0.119,38.8379,-0.2481,-0.0687,0.9647,104
0,-0.2106,37.7941,-0.2383,-0.0461,1.0154,104.099999999977
0.1831,-0.3479,36.3567,-0.2185,-0.0388,1.005,104.200000000012
-0.6226,-0.6226,34.5897,-0.1944,-0.0385,0.9922,104.299999999988
-1.2726,-0.7416,32.0353,-0.2005,-0.0357,1.0327,104.399999999965
-0.4395,-0.119,31.193,-0.1691,-0.0394,0.99,104.5
0.0092,-0.0275,29.7464,-0.1755,0.0058,0.9662,104.599999999977
-0.7324,-0.1373,28.1259,-0.1639,0.0455,1.0166,104.700000000012
-0.4944,-0.0549,28.0251,-0.173,0.0678,0.9906,104.799999999988
-0.8515,-0.1007,27.7688,-0.1627,0.0739,1.0074,104.899999999965
0.0275,0.6043,27.4117,-0.1831,0.072,0.99,105
-0.238,1.0254,26.6701,-0.1907,0.0668,1.0193,105.099999999977
-0.7508,-0.3296,26.3039,-0.1755,0.0668,0.9885,105.200000000012
-0.8972,-0.4669,25.6172,-0.1737,0.0714,1.0202,105.299999999988
-0.3845,0.0549,24.5918,-0.1682,0.0732,0.9583,105.399999999965
-0.7233,0.1831,23.5847,-0.1651,0.0739,1.0089,105.5
-0.8881,-0.9796,21.2043,-0.1556,0.058,0.9946,105.599999999977
-0.824,-1.7945,18.366,-0.1358,0.0702,1.0034,105.700000000012
-0.5585,-1.7029,16.187,-0.1035,0.0583,0.997,105.799999999988
-0.4212,0,13.8249,-0.0913,0.0467,0.9879,105.899999999965
-0.1282,-0.7691,11.362,-0.0934,0.0366,0.9757,106
-0.7324,-1.7945,9.5492,-0.0763,0.0555,1.0172,106.099999999977
-0.1923,-0.3662,8.4231,-0.0467,0.0522,0.943,106.200000000012
0.0275,1.3916,6.9765,-0.0671,0.0668,1.041,106.299999999988
0.4212,-2.06,5.4659,-0.0647,0.0592,0.9857,106.399999999965
-1.4191,-2.3988,4.77,-0.0201,0.0363,0.9946,106.5
1.2909,1.3001,3.3601,-0.0113,0.0006,0.9561,106.599999999977
-0.9705,0.2655,0.7965,-0.0226,-0.0037,1.0266,106.700000000012
-0.6775,-1.5473,-1.236,-0.0125,-0.0323,1.0334,106.799999999988
0.4761,-0.3662,-2.2065,0.0488,0.004,0.9799,106.899999999965
0.3937,1.7304,-2.7924,0.0146,0.0208,1.0135,107
-0.3937,-0.4578,-3.3418,0.0037,0.018,0.9696,107.099999999977
1.1536,1.1628,-2.8199,0.0336,0.029,0.9906,107.200000000012
-2.7467,0.531,-3.4059,-0.0049,0.029,1.062,107.299999999988
0.3296,-0.65,-3.2594,0.0076,0.0296,0.9418,107.399999999965
1.1536,-0.4852,-2.8748,0.025,0.0488,1.0001,107.5
0.0916,1.5656,-3.1129,0.0174,0.0204,0.997,107.599999999977
0.4944,-0.293,-3.3967,-0.0076,0.0128,0.9772,107.700000000012
0.5127,-1.2635,-3.2228,0.0146,0.0238,1.0266,107.799999999988
-0.8423,0.0549,-3.122,0.0262,0.0165,0.9934,107.899999999965
-0.1831,0.6226,-3.1312,0.0037,0.0159,0.9732,108
0,-1.236,-3.0488,0.0107,0.018,0.9842,108.099999999977
0.3021,-0.1099,-3.2136,0.0278,0.0275,1.0001,108.200000000012
0.6867,0.5036,-3.2777,0.0027,0.0012,1.019,108.299999999988
-1.1444,-1.8311,-3.296,0.0198,0.0031,1.0105,108.399999999965
0.9247,0.3937,-3.3143,0.0296,0.0122,0.9793,108.5
-0.3388,0.5036,-3.2136,0.0101,0.0241,1.0453,108.599999999977
-0.9247,-1.2177,-3.3326,-0.0024,0.0122,0.9973,108.700000000012
0.7233,-0.0275,-3.4059,0.0278,0.0305,0.9543,108.799999999988
1.4374,0.3388,-3.2319,0.0146,0.0247,1.0569,108.899999999965
0.4761,-0.9339,-3.534,0.0168,0.0107,1.0034,109
1.6205,0.3845,-3.4059,0.0351,0.0284,0.9632,109.099999999977
1.5473,1.1811,-3.3235,0.0156,0.0204,1.0266,109.200000000012
-0.8515,-1.236,-3.3509,0.014,0.015,1.0483,109.299999999988
-0.8972,-0.0458,-3.2502,0.0314,0.0159,0.9659,109.399999999965
0.8606,1.5564,-2.9298,0.022,0.015,0.9922,109.5
-1.117,0.238,-2.9572,0.0119,-0.0171,1.0312,109.599999999977
0.3021,-0.1373,-2.6368,-0.0052,0.0177,1.008,109.700000000012
1.8036,0.3662,-1.5748,0.0085,0.033,0.9711,109.799999999988
-0.4669,-0.4486,-1.236,0.0061,0.0421,1.0175,109.899999999965
-0.5768,0.943,-0.6592,-0.0134,0.0204,1.0453,110
-2.4354,-0.2747,0.2289,-0.0174,0.0168,0.9705,110.100999999966
-1.0712,0.0183,0.2564,-0.0153,0.0162,0.9818,110.200000000012
-2.9023,-0.5219,0.1373,-0.0089,0.0162,1.0062,110.299999999988
-0.7599,-0.3021,0.2014,-0.0104,-0.0043,1.005,110.399999999965
-0.0183,-0.0732,0.1923,0.0027,-0.0015,0.9842,110.500999999989
0.8972,0.3754,0.3388,0,0.0052,0.9503,110.599999999977
1.1628,0.6775,0.3204,-0.0183,-0.004,1.0331,110.700000000012
-0.2289,-0.174,0,-0.014,0,1.0501,110.799999999988
0.9339,-0.2747,0.3296,-0.0027,0.0024,0.947,110.901000000013
0.4944,-0.8789,0.4578,-0.0217,0.0055,1.0126,111
-0.2747,-0.4395,0.1923,-0.004,0.0113,1.012,111.100999999966
-0.8881,-0.0732,0.3571,0.0006,-0.0101,0.9693,111.200000000012
0.9705,-0.4212,0.2655,-0.0116,-0.004,1.0132,111.299999999988
0.3296,-0.8606,0.0183,-0.0116,0.0116,1.0251,111.399999999965
-0.7965,-0.8057,0.0641,0.0015,-0.014,0.9607,111.5
0.705,-1.2268,0.1923,-0.0024,0.0061,0.9961,111.599999999977
-0.4944,-0.3937,-0.0275,0.0052,0.0146,1.0221,111.700000000012
-0.3204,-0.0916,0.0458,0.0061,0.0055,0.9479,111.799999999988
0.9888,-0.0641,0.0916,-0.0049,0.014,1.0437,111.899999999965
-1.7212,-0.4578,-0.3113,0.0043,-0.0006,0.9937,112
-1.1536,-0.4303,-0.1648,0.0134,0,0.9677,112.100999999966
-0.6775,0.2472,-0.1282,0.0064,0.0119,1.0404,112.201000000001
-1.7853,0.4944,-0.3113,0.0009,-0.0061,0.9754,112.299999999988
0.0824,-0.3388,-0.0366,0.0015,0.0043,0.9619,112.399999999965
0.1923,-0.0732,-0.0732,0.0046,0.0049,1.0205,112.5
-0.1465,0.6226,-0.1099,-0.0003,0.0153,0.9946,112.599999999977
0.6317,0.0732,0.0092,0.0031,0.0104,0.9937,112.700000000012
0.0824,0.2472,-0.1373,-0.0064,0.0177,0.9986,112.799999999988
-0.0183,0.2564,-0.2289,-0.007,0.0348,1.0337,112.901000000013
1.7029,0.3571,-0.238,0.0119,0.0092,0.9848,113
-0.6226,1.0346,-0.3204,-0.0061,0.0153,1.0147,113.099999999977
-0.3845,-0.0549,-0.6409,-0.0037,-0.0073,0.9772,113.201000000001
0.8515,0,-0.7324,0.0067,0.0095,1.0517,113.299999999988
-0.943,0.8789,-0.6684,0.0055,0.0116,0.9772,113.401000000013
1.7487,0.5036,-0.531,-0.0018,0.0134,0.9626,113.5
0.2472,-0.1465,-0.7691,-0.0159,0.0327,1.0855,113.599999999977
-0.7141,-1.1994,-0.6043,0.0061,0.0293,0.9687,113.700000000012
2.5086,0.6409,-0.7965,0.0153,0.0339,0.9897,113.799999999988
1.0071,0.5402,-0.8972,0.0067,0.0208,1.0163,113.899999999965
-0.2197,0.1556,-1.1261,-0.0031,0.0006,0.9903,114
1.6938,-0.824,-1.3459,0.0208,0.0299,1.0535,114.099999999977
-1.6572,1.1353,-0.9064,0.0082,-0.0113,1.0077,114.201000000001
0.174,0.0458,-1.0529,0.007,-0.0049,0.9626,114.299999999988
0.6317,0.7965,-0.8148,0.0046,0.0241,1.0422,114.399999999965
-1.7945,-0.3845,-0.8148,-0.0098,-0.011,0.9821,114.500999999989
0.65,-0.6226,-1.0437,0.0104,0.0189,1.019,114.600999999966
-1.7579,0.4669,-0.6226,0.0021,-0.0085,0.9909,114.700000000012
1.2268,-0.4395,-0.6226,-0.0079,-0.0214,1.0004,114.799999999988
2.4079,-0.119,-0.1373,0.0098,0.0137,1.0349,114.899999999965
-0.3113,1.1444,0.1648,-0.0119,-0.022,0.9784,115
2.2431,-0.4303,-0.0641,-0.0159,0.007,1.0376,115.100999999966
-1.8494,-0.7965,0.3937,-0.0061,0.0125,1.0343,115.200000000012
0.4578,0.4669,0.2747,0.004,-0.0119,0.9452,115.299999999988
0.9705,0.9339,0.6317,0.0064,0.0269,1.0367,115.399999999965
-2.2065,0.8423,0.586,-0.0235,0.0034,0.9696,115.500999999989
-0.5585,0.8698,0.1373,-0.0092,0.0131,0.9867,115.599999999977
-0.9796,0.7141,0.531,-0.0064,0.0388,1.0208,115.701000000001
-0.5951,-0.0549,0.3662,-0.032,0.0266,0.9891,115.799999999988
0.1465,0.3296,0.4028,0.011,0.0055,0.9091,115.901000000013
-0.1923,2.1882,0.9339,-0.029,0.0137,1.0663,116.000999999989
-3.6622,0.0824,-0.1373,-0.0357,-0.043,0.9903,116.099999999977
1.0895,-0.2472,0.238,-0.0021,-0.0079,0.9799,116.200000000012
-1.3184,0.1099,0.9522,-0.0323,-0.0027,0.9934,116.299999999988
-0.238,-1.1536,-0.0458,-0.0174,-0.011,0.951,116.401000000013
-2.7192,0.4761,0.5127,-0.0104,-0.0095,1.0459,116.5
-3.4883,0.7324,0.0824,-0.0302,-0.0562,0.9528,116.599999999977
2.2065,-1.3001,0.1923,-0.0079,-0.0113,1.0324,116.700000000012
1.236,-0.2106,0.8057,-0.0183,0.0079,1.0065,116.799999999988
1.9227,-1.0254,0.0732,-0.0247,-0.0055,0.9998,116.899999999965
-0.0549,-0.3845,0.2106,0.0031,-0.0027,1.0007,117
-1.0804,0.7508,0.0275,-0.0092,-0.015,1.005,117.099999999977
0.6958,-1.0804,-0.2838,-0.0177,0.015,1.0062,117.200000000012
0.5951,-0.0458,0.2106,-0.0134,0.0043,1.0166,117.299999999988
0.1373,0.5585,-0.1282,-0.0092,-0.0101,1.0166,117.399999999965
0.3204,-0.1648,0.0458,0.0043,-0.004,0.9845,117.5
0.2564,0.1556,0.1282,-0.0082,-0.015,1.0047,117.600999999966
-0.3571,0.1923,-0.4852,-0.0104,-0.0162,1.0453,117.701000000001
0.3845,0.0458,0.0549,-0.0027,-0.0192,0.9821,117.799999999988
-0.0366,0.6226,-0.2564,-0.0116,-0.0281,0.997,117.899999999965
0.0366,-0.3845,-0.3204,0.0031,-0.0183,0.994,118.000999999989
-0.2197,0.5676,-0.1373,-0.015,-0.0101,1.0147,118.100999999966
0.3388,-0.293,-0.8057,-0.0104,-0.0217,0.9857,118.201000000001
-0.5951,-0.7416,-0.4578,0.0012,-0.0183,0.9958,118.299999999988
-0.5402,0.3937,-0.7324,-0.0085,-0.0269,1.0099,118.401000000013
0.6592,-1.2268,-0.7965,0.0018,-0.0119,0.9943,118.500999999989
0.3113,0.7965,-0.4028,0.0049,-0.0171,0.9928,118.600999999966
-0.0732,-0.2655,-0.8698,-0.0116,-0.0229,1.0114,118.700000000012
-0.2106,-1.1902,-0.4669,0.004,-0.0089,0.9821,118.799999999988
-0.2106,0.824,-0.4669,0,-0.0247,1.0111,118.901000000013
0.1373,-1.0712,-0.7233,-0.0058,-0.0177,0.998,119.000999999989
-1.0895,-0.8606,-0.3296,-0.0012,-0.0098,0.979,119.099999999977
1.5015,0.7691,-0.7599,-0.0043,-0.0177,0.9989,119.200000000012
0.0916,-1.1902,-0.4761,-0.0031,-0.0085,1.0096,119.299999999988
1.1811,1.0895,-0.3296,0.0018,-0.0211,1.0047,119.399999999965
0.2472,-0.7324,-0.7324,-0.007,-0.0134,1.0218,119.5
0.0275,-0.5585,-0.3479,0.0073,-0.018,0.9735,119.600999999966
-0.2289,0.824,-0.5676,-0.0079,-0.0134,1.0092,119.700000000012
-0.238,-0.8698,-0.5768,-0.0027,-0.0104,0.998,119.799999999988
-0.0824,0.4578,-0.1923,0.0116,-0.0266,0.9757,119.901000000013
-0.5127,-0.4303,-0.586,-0.0134,-0.032,1.0028,120.000999999989
-0.412,-1.1444,-0.3571,-0.0003,-0.0171,0.9909,120.099999999977
0.7965,1.4832,-0.412,0.0009,-0.015,1.0028,120.200000000012
0.0641,-0.6958,-0.4486,-0.0143,-0.0128,1.0147,120.299999999988
-0.4578,-0.3937,-0.3388,0.0037,-0.033,0.9848,120.399999999965
-0.2564,0.3388,-0.5219,-0.0067,-0.0143,1.0407,120.500999999989
-0.6592,-0.998,-0.3388,0.0009,-0.0192,0.9903,120.599999999977
1.0987,0.5585,-0.1648,0.0131,0.0119,0.972,120.700000000012
-0.0549,0.1282,-0.3937,-0.011,-0.0119,1.0257,120.799999999988
-0.5036,-0.5585,-0.2472,0.0064,-0.0027,0.9748,120.901000000013
0.3845,1.062,-0.2197,-0.0034,-0.0098,1.0117,121.000999999989
0.0641,-0.705,-0.1556,-0.0116,0.0018,1.0245,121.100999999966
-0.5768,0.6592,0.1556,0.0058,-0.025,0.9665,121.201000000001
0.7599,0.7508,0,-0.0189,-0.0089,1.001,121.299999999988
-0.1923,-1.3916,0.1923,-0.0015,-0.0049,1.0102,121.401000000013
0.238,1.1261,0.119,0.0009,-0.0046,0.9763,121.5
0.3296,0.0458,0.174,-0.0073,0.0061,1.0199,121.599999999977
-0.7691,-0.2289,0.2472,-0.0073,-0.0043,0.9854,121.701000000001
0.4852,0.6958,0.1465,-0.0085,-0.0027,1.0227,121.799999999988
-0.3937,-0.5219,0.4395,-0.0131,-0.0073,1.0331,121.901000000013
0.0275,0.6134,0.238,-0.007,-0.0272,0.9503,122.000999999989
0.7324,-0.1007,0.2106,-0.0217,-0.0125,1.0474,122.100999999966
-1.3184,-0.8789,0.3937,-0.0101,-0.0195,0.9705,122.200000000012
