Gyro_X,Gyro_Y,Gyro_Z,Accel_X,Accel_Y,Accel_Z,Timestamp
0.2747,0.0732,-3.2868,0.0177,-0.0024,0.9973,173.100999999966
0.6958,0.0092,-3.2228,0.0076,0.014,0.9946,173.201000000001
-0.0366,-1.236,-3.2228,0.0104,0.0119,0.9915,173.300999999978
0.1648,0.0824,-3.0946,0.04,0,1.0138,173.401000000013
-0.9705,1.4374,-2.9939,0.0098,-0.0046,0.9873,173.500999999989
-0.7324,-0.1465,-2.5636,0.0009,-0.0089,1.0068,173.600999999966
-0.1373,0.1556,-1.7853,0.0125,0.0031,1.0114,173.701000000001
-0.4852,0.8515,-0.8972,-0.0064,-0.0107,1.0108,173.800999999978
0.3937,-0.2014,0,-0.0256,0.0018,0.9915,173.901000000013
1.1536,0.6867,0.6775,-0.0037,0.0134,0.9861,174.000999999989
-0.9247,1.4283,1.5473,-0.04,-0.0064,1.0254,174.100999999966
-0.7874,-0.9247,2.8474,-0.0501,0.0046,1.0407,174.201000000001
-0.2106,-0.4028,4.2482,-0.047,0.0085,0.9787,174.300999999978
-0.0916,1.2085,5.53,-0.0342,0.0146,0.9537,174.401000000013
-0.4944,1.886,6.9674,-0.0833,0.0009,1.0062,174.500999999989
0.2564,0.8515,7.7273,-0.1071,0.0201,1.0099,174.600999999966
-0.6958,-2.4812,8.2125,-0.0958,0.0018,0.9949,174.701000000001
0.0641,-0.119,8.5971,-0.0641,0.0116,0.979,174.800999999978
0.9613,1.7029,8.4964,-0.0812,0.0137,1.0309,174.901000000013
-2.0325,-0.7874,7.7456,-0.09,-0.004,0.9748,175.000999999989
1.062,-2.1241,5.942,-0.072,0.0131,0.9949,175.100999999966
-0.4028,-1.0071,4.1292,-0.0223,0.0287,1.019,175.201000000001
-0.9522,0.0824,1.1261,-0.0162,-0.0082,0.9851,175.300999999978
-0.2106,-2.0234,-1.6938,0.011,-0.018,1.001,175.401000000013
0.4761,-0.4303,-3.6988,0.0443,0.0003,1.0224,175.500999999989
0.7233,0.2838,-5.3743,0.0366,0.0012,0.9998,175.600999999966
0.4761,-0.2564,-5.4842,0.0513,-0.0031,0.9726,175.701000000001
1.8128,1.2635,-5.2828,0.0525,0.0381,1.0199,175.800999999978
-0.0092,0.3021,-5.6032,0.0183,0.0146,1.0498,175.901000000013
-0.3204,-0.8423,-5.594,0.0406,0.0296,1.0047,176.000999999989
0.9247,0.7874,-5.4018,0.0482,0.0354,0.9952,176.100999999966
0.4028,0.7233,-5.4567,0.0305,0.0159,0.9955,176.201000000001
-1.0163,-0.2747,-5.3652,0.0424,-0.0064,0.9928,176.300999999978
0.3937,1.3642,-4.651,0.0357,-0.0027,0.9894,176.401000000013
-0.0092,0.705,-3.2502,0.0012,-0.0037,1.0636,176.500999999989
0.0641,0.6867,-1.8311,0.0006,-0.0134,0.9101,176.600999999966
1.7762,0.824,-0.7782,-0.0146,0.0366,1.0303,176.701000000001
-2.3164,-1.3367,-0.4944,-0.0107,0.0171,1.0318,176.800999999978
0.8057,0.0916,-0.3479,-0.0067,0.0272,0.9409,176.901000000013
0.2564,0.5402,-0.1465,-0.0168,0.0238,1.0178,177.000999999989
-1.6663,-0.7324,-0.4578,-0.0131,-0.0046,1.0065,177.100999999966
0.8057,0.3113,-0.5219,-0.0101,0.0156,0.9958,177.201000000001
1.5839,-0.5036,0.2289,-0.011,0.0284,0.9919,177.300999999978
1.3001,-0.2838,-0.1556,-0.0095,0.0363,1.0068,177.401000000013
0.1831,-0.0732,-0.2197,-0.0134,0.0427,0.9928,177.500999999989
-1.4466,0.2472,-0.0732,-0.0168,0.025,0.9928,177.600999999966
-0.293,-0.5676,-0.4028,-0.0018,0.0333,0.9949,177.701000000001
-0.7508,-0.0641,-0.1007,-0.0061,-0.0046,0.9662,177.800999999978
-0.5951,-0.0092,-0.0732,-0.0214,-0.0186,0.9983,177.901000000013
-0.2838,0.6043,0,-0.0052,-0.0104,1.0236,178.000999999989
-0.7599,0.6867,0.9339,-0.0229,-0.0128,0.9699,178.100999999966
-0.4486,-0.705,1.3276,-0.0403,-0.0174,1.0215,178.201000000001
0.3845,-0.5402,1.4374,-0.0229,-0.007,1.0031,178.300999999978
0.5402,0.8972,1.886,-0.0098,-0.0095,0.968,178.401000000013
0.824,0.65,1.355,-0.033,-0.0238,1.0138,178.500999999989
0.238,-1.062,0.9247,-0.0333,0.0058,1.0034,178.600999999966
-0.5219,-0.6775,0.9522,-0.0082,0.0113,0.9738,178.701000000001
0.2106,0.0275,0.3479,-0.011,0.0238,1.0242,178.800999999978
-0.6958,0.1465,0.6775,-0.0128,0.0388,0.9937,178.901000000013
-0.1465,0.2289,0.7233,-0.0336,0.0095,0.99,179.000999999989
0.0549,-1.062,0.3296,-0.0143,-0.0058,0.998,179.100999999966
0.1923,0.3845,0.5493,-0.0027,-0.0058,1.019,179.201000000001
0.5036,0.5127,0.4212,-0.0266,-0.0272,1.0208,179.300999999978
-0.1007,-0.7233,0.2472,-0.018,-0.0107,1.0248,179.401000000013
0.7965,-0.4578,0.5768,-0.0104,-0.0037,0.9632,179.500999999989
0.9247,0.5402,0.5127,-0.0162,0.0012,1.0257,179.600999999966
-0.6592,-0.6867,0.3479,-0.0128,-0.0009,1.0062,179.701000000001
-0.5219,-0.4028,0.5768,-0.0113,-0.0031,0.9622,179.800999999978
0.3021,-0.1007,0.3937,-0.0116,0.0061,1.0105,179.901000000013
-1.4283,0.5219,0.3845,-0.0055,0,0.9937,180.000999999989
0.5951,-0.4852,0.4944,-0.0171,-0.0031,0.9522,180.100999999966
0.5219,0.1282,0.412,-0.0137,0.0143,1.016,180.201000000001
-1.0346,-0.0732,0.4669,-0.0146,-0.0027,0.9964,180.300999999978
1.1994,0.2014,0.824,0.0012,-0.0049,0.9729,180.401000000013
-0.998,0.8057,0.2014,-0.0278,0.0183,1.0981,180.500999999989
-1.2726,-0.9522,0.1556,-0.0137,-0.0153,0.9391,180.600999999966
1.1994,-0.2838,-0.1831,-0.007,-0.0006,0.9619,180.701000000001
-1.1811,-1.5107,-0.8515,0.014,0.0092,1.0569,180.800999999978
-1.0071,0.9156,-0.7782,-0.0006,-0.0284,0.9098,180.901000000013
1.5748,0.6775,-0.7965,0.0189,0.011,0.9919,181.000999999989
-0.1831,0.65,-1.0346,-0.0128,-0.0009,1.0309,181.100999999966
-1.1628,-1.4374,-1.0346,-0.0125,0,0.9857,181.201000000001
2.4354,0.174,-0.8515,0.0143,0.0146,0.9726,181.300999999978
-0.6409,0.2472,-0.9796,0.0076,0.0241,1.0434,181.401000000013
-1.0437,0.0366,-0.998,-0.011,0.0226,0.9973,181.500999999989
1.6663,-0.412,-1.117,0.0095,0.014,0.9787,181.600999999966
-1.0071,0.0732,-1.0437,0.0052,0.0165,1.0392,181.701000000001
-1.1078,0.2197,-1.0071,0.0061,-0.0076,0.9796,181.800999999978
0.0824,0.174,-1.1078,-0.0119,-0.0146,0.9742,181.901000000013
-1.1811,-0.4669,-1.1628,0.0021,0.007,1.0825,182.000999999989
-0.0366,-0.3571,-1.0163,0,-0.0201,0.9189,182.100999999966
2.0142,0.6592,-0.824,0.0092,0.0162,1.0105,182.201000000001
0.1373,-0.8332,-1.0529,-0.0122,0.0034,1.005,182.300999999978
0.7599,0.0641,-0.8698,0.0128,-0.015,1.0092,182.401000000013
0.4578,0.5219,-0.9339,0.0079,0.0079,1.0144,182.500999999989
-0.7416,-0.6134,-0.7324,-0.015,-0.0012,0.9757,182.600999999966
0.8423,0.1007,-1.0346,0.0015,-0.0034,0.99,182.701000000001
-0.5676,0.1556,-0.6958,0.007,0.0119,1.0511,182.800999999978
-1.2177,0.4578,-0.6958,-0.0186,-0.0198,0.9574,182.901000000013
2.4812,-0.1099,-0.6226,0.0034,0.0208,0.972,183.000999999989
-1.648,0.5951,-0.293,-0.0024,0.0021,1.0431,183.100999999966
-1.0895,0.7691,-0.3845,-0.0012,-0.0055,0.9754,183.201000000001
1.6297,0.4578,0.2014,-0.018,0.0232,1.0208,183.300999999978
-0.9247,-0.3021,0.2289,-0.0229,-0.0043,0.9885,183.401000000013
0.6317,-0.998,0.3113,-0.0052,-0.0089,0.9638,183.500999999989
-0.0824,0.8789,0.4303,-0.0089,0.0183,1.0273,183.600999999966
-0.7233,-0.174,0.3754,-0.0214,0.0034,0.9989,183.701000000001
-0.3937,0.3479,0.8881,-0.0229,-0.0043,0.9613,183.800999999978
0.7599,0.1099,0.7965,-0.011,0.0089,1.0224,183.901000000013
-0.4944,-0.3754,1.6022,-0.0287,0.0125,1.012,184.000999999989
0.3113,0.0092,1.6205,-0.0238,-0.0052,0.9589,184.100999999966
1.3825,-0.1648,1.4008,-0.0226,0.004,1.0001,184.201000000001
-1.1353,0.2747,1.7762,-0.0272,0.0085,1.0419,184.300999999978
0.2289,0.3113,1.2726,-0.0235,-0.0043,0.9552,184.401000000013
0.65,-0.4669,1.4008,-0.014,0.0098,0.9906,184.500999999989
-1.3825,-0.0275,1.3642,-0.0296,0.007,1.0193,184.600999999966
-0.5036,0.4303,0.9064,-0.0116,-0.0031,0.9711,184.701000000001
-0.293,-0.238,0.9247,-0.004,0.0098,0.9983,184.800999999978
-0.7416,0.0092,0.7599,-0.0293,0.0052,0.9799,184.901000000013
0.1556,0.174,0.4578,-0.0208,0.0174,0.9931,185.000999999989
0.3754,0.1099,0.6958,-0.0089,0.0464,1.0294,185.100999999966
-0.705,0.2655,0.824,-0.0244,0.0269,0.9998,185.201000000001
-0.1282,0.4303,0.7691,-0.0229,0.0201,0.9571,185.300999999978
0.8606,0.9613,0.7599,-0.0174,0.0229,1.0474,185.401000000013
-1.2635,0.3571,0.998,-0.0372,-0.0183,1.016,185.500999999989
-0.1373,-1.1811,0.9796,-0.0348,-0.0226,0.9659,185.600999999966
0.6226,-0.8881,1.9593,-0.014,0.0055,1.0382,185.701000000001
-0.8057,1.5473,2.1973,-0.0275,-0.0137,0.9919,185.800999999978
0.65,-0.2289,1.9776,-0.0461,-0.0159,1.0147,185.901000000013
-0.4303,-1.2085,2.3164,-0.0336,-0.0195,1.0013,186.000999999989
0,0.5951,1.6572,-0.0299,0.0012,1.0257,186.100999999966
0.3113,-1.0712,1.9684,-0.0299,-0.0095,1.0041,186.201000000001
0.412,-0.3845,2.1699,-0.0317,0.0015,1.0117,186.300999999978
1.9135,-0.8606,1.9501,-0.0195,0.0092,0.998,186.401000000013
0.7416,0.1648,1.5564,-0.007,-0.0085,0.9851,186.500999999989
0.3571,-1.5931,0.5219,-0.0223,-0.0012,1.016,186.600999999966
0.1556,0.3113,-0.4212,-0.004,0.0006,1.0205,186.701000000001
-0.7599,-1.0437,-0.8881,0.0061,-0.0031,0.9903,186.800999999978
-1.0712,0.4944,-0.5676,0.0034,-0.0043,0.972,186.901000000013
-1.6114,0.0366,-1.5656,-0.0015,-0.0058,1.0065,187.000999999989
-1.8952,-1.1902,-0.998,0.0018,0.0052,1.0172,187.100999999966
-2.1241,0.5402,-1.3642,0.0049,-0.0146,0.9748,187.201000000001
1.1261,0.2106,-1.41,0.0183,-0.0098,0.9586,187.300999999978
1.1353,0.9339,-0.5951,0.0027,0.0046,0.9995,187.401000000013
1.5198,1.0163,-1.355,-0.0049,-0.007,0.979,187.500999999989
1.0254,-0.6867,-1.0804,-0.0009,-0.0006,1.0379,187.600999999966
-1.3733,0.5768,-0.6958,0.0043,-0.0073,1.0312,187.701000000001
-0.5676,0.4395,-1.1536,0.0049,-0.0015,0.9317,187.800999999978
-0.3937,0.1648,-1.0987,-0.0079,0.0046,1.0266,187.901000000013
0.705,0.5127,-1.0437,-0.0192,0.0079,1.034,188.000999999989
1.2909,-0.3479,-1.0529,0.0006,-0.0015,0.9751,188.100999999966
1.3459,-0.2106,-1.1078,0.0052,0.0104,1.0181,188.201000000001
0.3479,0.5036,-0.9339,0.0085,0.0018,1.0099,188.300999999978
-0.6134,1.117,-1.0895,-0.0146,-0.0055,1.0105,188.401000000013
0.0092,-1.7396,-0.998,0.0003,0.0052,0.9949,188.500999999989
-0.5951,0.5768,-0.5951,0.0073,-0.004,1.0114,188.600999999966
-0.2655,0.7233,-0.9522,-0.0116,-0.0122,0.9967,188.701000000001
1.355,-0.8972,-0.705,-0.0027,-0.0037,0.9903,188.800999999978
0.2747,0.7599,-0.4486,0.0027,-0.0107,1.0001,188.901000000013
0.8332,0.3479,-0.4395,-0.0192,-0.0024,1.0108,189.000999999989
-0.2014,-0.0916,-0.0183,-0.0052,-0.0134,1.0001,189.100999999966
-0.7324,1.2177,0.2197,-0.018,0.0012,1.0324,189.201000000001
0.5036,0.5585,0.4761,-0.0296,-0.0073,0.9796,189.300999999978
-0.4395,-0.5127,1.062,-0.025,0.0006,1.0108,189.401000000013
1.7945,-0.5127,1.1444,-0.0278,0.0101,0.9922,189.500999999989
0.6317,0.998,0.9888,-0.0287,0.0015,1.0047,189.600999999966
0.2106,-0.1923,1.5198,-0.0031,0.0092,0.9738,189.701000000001
0.6134,0.6958,1.0804,-0.0272,0.0253,1.0221,189.800999999978
-0.7141,-1.2543,0.2014,-0.0421,0.0113,1.0248,189.901000000013
-0.4852,0.4028,0.4669,0.0113,0.011,0.9525,190.000999999989
-0.3662,0.1282,-0.4761,-0.0153,0.0079,1.0102,190.100999999966
-0.3754,-0.6043,-0.943,-0.0058,-0.0015,1.0288,190.201000000001
-0.2838,0.4303,-0.7233,-0.0015,-0.0159,0.9772,190.300999999978
0.4028,1.1994,-0.9796,-0.004,0.0098,0.9955,190.401000000013
-0.2655,-1.1536,-1.2543,-0.0104,-0.0113,1.019,190.500999999989
0.7599,0.531,-0.8789,0.0073,-0.0015,0.9821,190.600999999966
1.8403,0.7324,-0.9888,-0.0085,0,1.012,190.701000000001
-0.8332,-0.9888,-1.2177,-0.0232,-0.0232,0.997,190.800999999978
1.0987,-0.6592,-1.2085,0.0092,0.018,0.997,190.901000000013
0.531,1.4557,-1.0163,0.0058,0.0089,1.0233,191.000999999989
-0.8881,-0.6958,-0.8789,-0.0211,-0.0128,0.9949,191.100999999966
0.3479,-0.7874,-0.943,-0.0024,0.0085,0.9815,191.201000000001
-1.2177,0.6867,-0.8423,0.0018,-0.0067,1.023,191.300999999978
-0.8698,0.8332,-0.8332,-0.0107,0.0125,0.9983,191.401000000013
0.0092,-1.0987,-1.0712,-0.0095,-0.007,0.947,191.500999999989
0.1831,0.0092,-1.0346,-0.0122,0.0073,1.0437,191.600999999966
-1.0712,-1.4557,-0.7324,0.0067,-0.004,1.0089,191.701000000001
-2.591,1.0895,-0.531,-0.0031,-0.0024,0.9149,191.800999999978
1.474,1.0346,-0.5219,-0.0082,0.0275,1.0532,191.901000000013
-4.0651,0.1556,-0.8332,-0.0232,0.0018,1.0468,192.000999999989
1.1994,-1.1261,-1.0163,-0.0153,-0.0287,0.9989,192.100999999966
5.4201,-1.9776,0.8423,-0.0046,0.0363,0.9867,192.201000000001
-7.123,1.941,-0.7233,0.011,-0.0085,0.8972,192.300999999978
-3.4516,0.3113,-1.355,-0.0122,-0.0592,0.9629,192.401000000013
1.3276,1.4008,-0.6409,-0.0616,0.0043,1.3059,192.500999999989
-4.4313,-9.888,-0.7965,-0.0113,-0.0095,0.9244,192.600999999966
17.4871,8.533,0.6226,0.0821,-0.0528,0.6116,192.701000000001
-1.9776,2.4903,0.1282,-0.0482,0.0934,1.3358,192.800999999978
-12.7995,0.531,-1.5931,-0.0217,-0.1135,0.932,192.901000000013
10.1993,-3.1587,0.2106,-0.0336,0.0146,1.0724,193.000999999989
1.7762,-2.2065,0.998,-0.0162,0.0485,1.0227,193.100999999966
0.174,-0.8972,-1.2543,0.029,-0.04,0.8335,193.201000000001
-0.5493,1.355,-0.8423,0.0168,-0.0009,1.0746,193.300999999978
-3.4608,1.3825,-1.0346,-0.0058,-0.0119,1.045,193.401000000013
2.6734,0.0549,-0.293,-0.0189,-0.0015,0.9888,193.500999999989
2.2248,-0.943,0.0824,-0.0122,0.0439,1.0129,193.600999999966
-1.5748,-0.2747,-0.6134,-0.0009,-0.011,0.9378,193.701000000001
-1.4649,0.3296,-0.6775,0.0116,-0.0061,1.0279,193.800999999978
-0.6409,1.2268,-0.4486,-0.0076,0.0183,1.0282,193.901000000013
0.3204,-0.5585,-0.0641,-0.0253,-0.0095,0.9668,194.000999999989
1.0071,-1.1353,-0.2472,-0.0171,0.0201,1.0157,194.100999999966
-1.3459,0.1831,-0.5402,0.0089,0.0256,0.9973,194.201000000001
0.531,1.0529,-0.4028,0.0015,-0.0034,0.969,194.300999999978
-0.1099,-0.5402,-0.6317,-0.0073,0.0183,1.0501,194.401000000013
-1.2635,0.3296,-0.8057,0.0034,0.0107,1.0025,194.500999999989
0.7782,0.2838,-0.3296,-0.0058,-0.0052,0.9751,194.600999999966
-0.8606,0.6775,-0.7874,0.0037,0.0092,1.0355,194.701000000001
-0.4028,0.4028,-0.8057,-0.0162,-0.0018,1.0108,194.800999999978
0.998,0.6226,-0.3296,-0.0024,-0.0253,0.9943,194.901000000013
-1.8403,-0.2106,-0.5402,-0.0165,-0.0049,1.0273,195.000999999989
-0.5493,0.2564,-0.7141,0.0018,-0.0342,0.9565,195.100999999966
1.1078,-0.2472,-0.4212,-0.0153,-0.0006,1.034,195.201000000001
-0.2472,0.5036,-0.4944,0.007,-0.0116,1.0089,195.300999999978
0.7324,0.0549,-0.6043,-0.0211,-0.0302,0.9076,195.401000000013
1.2726,-0.943,-0.2747,-0.0024,0.0046,1.0407,195.500999999989
-1.6114,0.7965,-0.7874,-0.0089,-0.0208,1.0566,195.600999999966
1.2818,0.1282,-0.3845,-0.0015,-0.014,0.9604,195.701000000001
0.0366,-0.1465,-0.0732,-0.0104,-0.0143,0.9842,195.800999999978
-1.2726,-0.0275,-0.6684,-0.0027,-0.0082,1.0251,195.901000000013
0.0092,1.0346,-0.5951,-0.0018,-0.0192,1.0205,196.000999999989
-0.0916,-0.3662,-0.0549,-0.0262,-0.0055,0.9833,196.100999999966
1.1719,-0.4303,0,-0.0189,-0.0085,0.9977,196.201000000001
-1.7853,-0.4395,-0.3021,-0.0018,-0.0345,1.0193,196.300999999978
-0.0732,1.1444,0.2289,-0.0021,-0.0116,0.9946,196.401000000013
-1.8403,0.8332,-0.0641,-0.0232,-0.0311,0.9897,196.500999999989
1.7304,-1.0071,-0.3021,-0.0223,-0.0214,0.9714,196.600999999966
0.1831,-0.8515,-0.0732,-0.0131,-0.022,1.0617,196.701000000001
-1.5839,0.4303,0.0916,-0.0009,-0.0305,0.9397,196.800999999978
3.3509,0.5493,0.9156,-0.0119,0.0037,0.9583,196.901000000013
0.1648,1.1902,1.6388,-0.0467,-0.0003,1.0755,197.000999999989
-0.2014,0.3388,1.7304,-0.0281,-0.0296,1.0181,197.100999999966
0.9613,0.6592,2.9939,-0.0403,-0.0067,0.9818,197.201000000001
-0.4852,-0.0092,3.3967,-0.0433,-0.0217,0.9961,197.300999999978
-0.0183,0.1648,2.8932,-0.0348,-0.0232,1.0099,197.401000000013
-0.8148,-0.4944,3.0946,-0.0436,-0.0003,1.0172,197.500999999989
0.0458,0.2197,2.9939,-0.0433,0.0284,0.9873,197.600999999966
1.2085,-0.6958,3.0122,-0.0501,0.0385,0.9836,197.701000000001
-0.2838,0.2289,3.177,-0.0262,0.0339,1.0096,197.800999999978
-0.3113,0.6867,3.0305,-0.0449,0.0171,0.9986,197.901000000013
-0.0549,0.4761,2.8657,-0.0327,0.0098,1.0001,198.000999999989
-0.5585,0.119,2.6826,-0.0415,0.0192,1.0196,198.100999999966
-0.6958,-0.2838,2.234,-0.0366,0.0104,0.9799,198.201000000001
1.2085,-1.3276,1.9501,-0.0308,0.0198,0.9885,198.300999999978
-2.884,2.0783,0.3204,-0.004,0.0082,1.0233,198.401000000013
-3.4974,2.1699,-0.5676,-0.0204,-0.0272,0.9857,198.500999999989
1.0346,-1.1719,-0.293,-0.0443,-0.0012,1.0562,198.600999999966
3.7812,-2.4628,-0.0366,-0.0345,0.0336,1.0773,198.701000000001
-0.6775,-3.2136,0.705,0.0555,0.0046,0.6269,198.800999999978
3.946,6.1525,0.4395,-0.0287,0.0098,1.0361,198.901000000013
-6.5645,0.9705,-1.3825,-0.0803,-0.0052,1.2156,199.000999999989
-2.9023,-4.9806,-1.2543,-0.0436,-0.007,0.9793,199.100999999966
4.4862,-3.5707,0.3021,0,0.0626,0.9284,199.201000000001
-0.1373,-0.5219,-0.3662,0.0247,0.0455,0.9387,199.300999999978
-1.355,2.1607,-0.4944,0.0061,0.0281,0.987,199.401000000013
-0.2564,1.117,-0.4486,-0.0266,0.0513,1.0675,199.500999999989
1.8677,-0.998,-0.5676,-0.0223,0.007,0.9714,199.600999999966
0.2197,-0.3113,-0.2655,-0.0067,-0.0021,1.044,199.701000000001
-2.4903,-0.0549,-0.4028,-0.0119,-0.0217,0.9641,199.800999999978
0.943,0.0916,-0.7233,-0.0168,-0.011,1.0175,199.901000000013
-1.3642,0.4578,-0.0183,-0.015,-0.0156,1.0147,200.000999999989
-0.6409,-0.0183,-0.2472,-0.0247,-0.0308,0.9766,200.100999999966
0.7141,0.0549,-0.5493,-0.0125,-0.0107,0.9876,200.201000000001
-0.174,0.2014,-0.2289,-0.0128,-0.0067,1.0324,200.300999999978
0.5951,-0.2289,-0.2197,-0.0198,-0.0198,0.9357,200.401000000013
2.9572,-0.7416,-0.5402,-0.0214,0.0153,1.0398,200.500999999989
-3.0763,-0.238,0.0458,0.0131,-0.0067,0.958,200.600999999966
0.4669,1.1353,0.1648,-0.0296,0.0021,1.0007,200.701000000001
0.4028,-0.293,-0.2106,-0.0351,0.022,1.048,200.800999999978
-0.1831,-0.0641,0.4212,-0.0143,0.0128,1.0099,200.901000000013
2.6002,0.7782,0.3388,-0.011,-0.0034,0.8814,201.000999999989
0.9522,0.3388,0.2655,-0.0406,0.0427,1.1368,201.100999999966
-2.8199,-0.3937,-0.0732,-0.0049,-0.0198,0.9604,201.201000000001
2.0508,0.2197,0.5585,-0.0244,0.025,1.0102,201.300999999978
0.3662,1.0346,0.4212,-0.0067,0.0034,0.9717,201.401000000013
0.3571,-0.2472,0.0916,-0.0351,0.0098,0.965,201.500999999989
0.1373,-1.0254,0.3571,-0.0253,0.0296,1.0193,201.600999999966
-1.6205,0.2014,0.0366,-0.0281,0.004,1.0147,201.701000000001
1.1353,-0.0549,0.2197,-0.0061,0.0256,0.9696,201.800999999978
-2.2797,0.4395,0.6592,-0.0388,0.0122,1.0303,201.901000000013
-0.7782,-0.3571,-0.174,-0.0247,-0.0089,0.9543,202.000999999989
0.3296,-1.3184,0.3204,-0.011,0.0296,0.9931,202.100999999966
-1.236,0.6592,0.531,-0.0195,0.0061,1.0147,202.201000000001
0.3021,0.2564,-0.0549,-0.0299,-0.014,0.9894,202.300999999978
0.6317,-1.2543,0.2472,-0.0159,0.0153,1.0334,202.401000000013
-1.4374,0.0366,0.4212,-0.022,-0.0076,0.9809,202.500999999989
0.5219,0.7416,0.0366,-0.0177,0.004,0.9977,202.600999999966
0.5036,0,0.0916,-0.0143,0.018,1.008,202.701000000001
-2.0142,0,0.531,-0.0281,-0.0092,0.9967,202.800999999978
1.5473,0.0366,0.0092,-0.0296,0.0156,1.005,202.901000000013
-0.6684,-0.5127,0.412,-0.0006,0.0076,0.9857,203.000999999989
-0.9888,1.1444,0.5951,-0.0348,0.0006,1.0132,203.100999999966
2.2706,-0.3113,-0.2747,-0.0345,-0.0024,0.9735,203.201000000001
-2.6551,-0.9247,-0.1099,-0.0134,0.0226,1.0367,203.300999999978
-1.0529,0.4303,0.1373,-0.0116,-0.0195,0.9189,203.401000000013
-0.7782,0.3479,-0.2747,-0.0275,0.0049,1.0678,203.500999999989
-3.8453,-1.7579,-0.1007,-0.0128,-0.0165,0.9897,203.600999999966
-0.119,0.586,0.412,-0.0012,-0.0153,0.9342,203.701000000001
1.6114,1.0437,-0.174,-0.0272,-0.0085,1.0364,203.800999999978
-0.5951,-1.2818,-0.1465,-0.0259,-0.0046,1.0077,203.901000000013
2.9847,-0.0549,-0.1923,-0.0031,-0.0204,0.9531,204.000999999989
2.1058,0.2197,-0.4944,-0.0211,0.0079,1.0855,204.100999999966
-0.3662,-0.7599,-0.3754,-0.0021,-0.0284,0.9903,204.201000000001
1.2818,0.7233,-0.5219,-0.0043,-0.0095,0.9809,204.300999999978
0.5127,0.6409,-0.7233,-0.0153,0.0018,1.0501,204.401000000013
-0.9522,-0.412,-0.6317,-0.0079,-0.0125,0.9925,204.500999999989
3.5432,-0.705,-0.3845,-0.0177,0.0043,0.9778,204.600999999966
-0.4395,1.117,-0.5585,-0.0052,0.0061,1.0321,204.701000000001
-0.3479,-0.0916,-0.586,-0.0131,0.0137,0.9995,204.800999999978
0.0549,0.943,-0.4944,-0.0049,0.0427,0.9946,204.901000000013
-0.586,-0.0458,-1.2818,-0.0391,0.0177,1.0578,205.000999999989
-1.9593,-2.3164,-0.8515,0.0208,0.0015,0.9571,205.100999999966
-0.1556,-0.0183,-0.5036,0.0024,0.015,0.99,205.201000000001
-0.3204,1.1811,-0.4669,-0.0052,-0.0168,0.9604,205.300999999978
-0.8789,0.1373,-0.3571,-0.0162,-0.0018,1.0312,205.401000000013
0.4852,0.7599,-0.3845,-0.014,-0.0189,0.9836,205.500999999989
-0.4028,-0.1465,-0.3204,-0.0278,-0.0217,1.0321,205.600999999966
-0.4395,-0.9522,0,-0.0134,-0.0082,1.0016,205.701000000001
0.531,0.5676,0.8881,-0.0113,-0.0333,0.9528,205.800999999978
0.1282,0.5402,1.236,-0.0446,0.0052,1.037,205.901000000013
-0.4303,-1.9868,1.2268,-0.0241,-0.0204,1.0077,206.000999999989
-0.0916,0.8881,1.4832,-0.0067,-0.0134,0.9528,206.100999999966
-0.4944,0.7233,1.1444,-0.0403,-0.0143,1.0315,206.201000000001
-1.5015,-0.6958,1.0987,-0.0247,-0.0073,0.9528,206.300999999978
2.0692,0.0183,1.2909,-0.0183,-0.0058,0.9925,206.401000000013
-0.9522,-0.0183,1.236,-0.0259,-0.0082,1.0141,206.500999999989
0.3296,-0.2472,1.3092,-0.0186,0.0064,0.9894,206.600999999966
0.4486,0.6134,1.474,-0.0238,0.0262,0.9787,206.701000000001
-0.238,-0.1556,1.1902,-0.0449,0.0201,1.0285,206.800999999978
-0.7965,-1.4008,1.1811,-0.0278,0.018,1.0196,206.901000000013
-1.1719,-0.412,1.2909,-0.0049,0.0076,0.9699,207.000999999989
0.9064,0.7599,1.1261,-0.0342,0.0061,1.0147,207.100999999966
-1.0987,-1.0804,0.9247,-0.0177,-0.0085,0.9903,207.201000000001
-1.3642,0.3754,0.0458,-0.0082,-0.0089,0.9558,207.300999999978
-0.2838,1.062,-0.9064,-0.0116,-0.0092,1.0446,207.401000000013
-2.1699,-1.9959,-0.9247,-0.0226,-0.022,1.081,207.500999999989
1.6663,-2.5361,-0.5219,0.0061,-0.014,0.9052,207.600999999966
3.1312,2.7009,-0.2655,0.0171,0.0256,0.9619,207.701000000001
-1.8036,0.998,-0.0275,-0.0153,-0.0092,0.9986,207.800999999978
-0.3388,1.2909,-1.2818,-0.0534,-0.0153,1.0862,207.901000000013
-0.9339,-3.5157,-1.3367,-0.0238,0.0189,1.0285,208.000999999989
0.2838,-0.9064,-0.5402,0.0153,0.0037,0.9635,208.100999999966
2.0692,-0.1831,-1.648,0.007,0.0214,1.0099,208.201000000001
-1.3825,-0.2655,-1.3092,-0.0015,-0.0104,1.045,208.300999999978
0.1373,-0.8057,-1.0804,0.0293,-0.0125,0.8722,208.401000000013
1.5015,0.9064,-0.9796,-0.0034,0.0226,1.0819,208.500999999989
-2.1058,-0.1373,-1.236,-0.0125,-0.0238,1.0038,208.600999999966
