Yaw,Pitch,Raw,Timestamp
137.22,-0.12,1.46,5.29999999998836
136.75,-0.35,1.49,5.39999999996508
136.29,-0.27,1.38,5.5
135.87,-0.02,1.28,5.59999999997672
135.54,0.17,1.15,5.70000000001164
135.4,-0.01,0.9,5.79999999998836
135.32,0.26,0.92,5.89999999996508
135.32,0.45,1.16,6
135.52,0.42,1.06,6.09999999997672
135.77,0.32,0.78,6.20000000001164
136.12,0.23,0.51,6.29999999998836
136.51,0.36,0.53,6.39999999996508
136.98,0.23,0.58,6.5
137.46,0.04,0.59,6.59999999997672
137.94,-0.04,0.58,6.70000000001164
138.41,-0.02,0.61,6.79999999998836
138.87,-0.09,0.58,6.89999999996508
139.34,-0.16,0.68,7
139.82,-0.16,0.73,7.09999999997672
140.27,-0.15,0.75,7.20000000001164
140.68,-0.23,0.72,7.29999999998836
141.02,-0.3,0.77,7.39999999996508
141.23,-0.26,0.85,7.5
141.33,-0.22,0.89,7.59999999997672
141.42,-0.25,0.85,7.70000000001164
141.48,-0.19,0.84,7.79999999998836
141.56,-0.05,0.9,7.89999999996508
141.65,-0.08,0.92,8
141.8,-0.07,0.95,8.09999999997672
141.97,-0.05,0.85,8.20000000001164
142.13,-0.09,0.72,8.29999999998836
142.35,-0.19,0.85,8.39999999996508
142.58,-0.13,0.93,8.5
142.75,-0.18,0.92,8.59999999997672
142.95,-0.17,0.92,8.70000000001164
143.13,-0.15,0.9,8.79999999998836
143.29,-0.21,0.9,8.89999999996508
143.46,-0.41,1,9
143.67,-0.43,0.98,9.09999999997672
143.85,-0.39,0.88,9.20000000001164
144.02,-0.41,0.93,9.29999999998836
144.21,-0.27,0.93,9.39999999996508
144.37,-0.13,0.86,9.5
144.53,-0.31,0.78,9.59999999997672
144.72,-0.19,0.77,9.70000000001164
144.86,-0.17,0.71,9.79999999998836
145.02,-0.24,0.77,9.89999999996508
145.21,-0.14,0.63,10
145.37,-0.08,0.49,10.0999999999767
145.51,-0.11,0.58,10.2000000000116
145.66,-0.02,0.61,10.2999999999884
145.78,-0.05,0.56,10.3999999999651
145.86,-0.08,0.69,10.5
145.9,-0.15,0.7,10.5999999999767
145.88,-0.13,0.59,10.7000000000116
145.81,-0.27,0.64,10.7999999999884
145.72,-0.34,0.73,10.8999999999651
145.55,-0.25,0.59,11
145.38,-0.33,0.71,11.0999999999767
145.26,-0.26,0.66,11.2000000000116
145.12,-0.21,0.47,11.2999999999884
145.07,-0.35,0.39,11.3999999999651
145.08,-0.28,0.23,11.5
145.11,-0.38,0.17,11.5999999999767
145.21,-0.37,0.23,11.7000000000116
145.31,-0.32,0.13,11.7999999999884
145.39,-0.23,-0.02,11.8999999999651
145.5,-0.18,0.16,12
145.63,-0.12,0.12,12.0999999999767
145.74,-0.19,0.02,12.2000000000116
145.9,-0.22,0.12,12.2999999999884
146.01,-0.18,0.07,12.3999999999651
146.11,-0.18,0.17,12.5
146.24,-0.16,0.23,12.5999999999767
146.34,-0.09,0.05,12.7000000000116
146.41,-0.19,0.07,12.7999999999884
146.52,-0.21,0.22,12.8999999999651
146.61,-0.11,0.08,13
146.71,-0.17,0.11,13.0999999999767
146.83,-0.2,0.26,13.2000000000116
146.93,-0.19,0.22,13.2999999999884
147.04,-0.35,0.18,13.3999999999651
147.15,-0.22,0.32,13.5
147.25,-0.26,0.25,13.5999999999767
147.35,-0.26,0.27,13.7000000000116
147.43,-0.18,0.35,13.7999999999884
147.52,-0.25,0.31,13.8999999999651
147.6,-0.21,0.3,14
147.66,-0.21,0.33,14.0999999999767
147.73,-0.33,0.32,14.2000000000116
147.74,-0.23,0.46,14.2999999999884
147.7,-0.19,0.63,14.3999999999651
147.7,-0.14,0.38,14.5
147.66,-0.2,0.28,14.5999999999767
147.57,-0.21,0.62,14.7000000000116
147.45,-0.12,0.68,14.7999999999884
147.37,-0.11,0.43,14.8999999999651
147.25,-0.15,0.37,15
147.12,-0.09,0.46,15.0999999999767
147.04,-0.12,0.44,15.2000000000116
146.95,-0.15,0.5,15.2999999999884
146.88,-0.06,0.48,15.3999999999651
146.86,-0.09,0.35,15.5
146.83,-0.12,0.45,15.5999999999767
146.81,-0.06,0.54,15.7000000000116
146.81,-0.08,0.42,15.7999999999884
146.81,-0.12,0.43,15.8999999999651
146.78,-0.05,0.49,16
146.75,-0.04,0.48,16.0999999999767
146.73,-0.09,0.47,16.2000000000116
146.7,-0.06,0.53,16.2999999999884
146.67,-0.06,0.5,16.3999999999651
146.65,-0.08,0.52,16.5
146.62,-0.04,0.56,16.5999999999767
146.58,0.02,0.53,16.7000000000116
146.59,0.01,0.55,16.7999999999884
146.59,0,0.59,16.8999999999651
146.58,0.02,0.62,17
146.62,-0.04,0.57,17.0999999999767
146.64,-0.08,0.68,17.2000000000116
146.64,-0.06,0.71,17.2999999999884
146.69,-0.11,0.67,17.3999999999651
146.72,-0.2,0.67,17.5
146.74,-0.14,0.68,17.5999999999767
146.79,-0.17,0.66,17.7000000000116
146.84,-0.15,0.64,17.7999999999884
146.88,-0.12,0.61,17.8999999999651
146.93,-0.08,0.55,18
147.01,-0.18,0.55,18.0999999999767
147.06,-0.11,0.56,18.2000000000116
147.12,-0.12,0.51,18.2999999999884
147.18,-0.23,0.5,18.3999999999651
147.21,-0.26,0.5,18.5
147.23,-0.21,0.51,18.5999999999767
147.26,-0.2,0.52,18.7000000000116
147.28,-0.13,0.59,18.7999999999884
147.29,-0.09,0.58,18.8999999999651
147.31,-0.09,0.55,19
147.3,-0.22,0.55,19.0999999999767
147.26,-0.14,0.55,19.2000000000116
147.22,-0.13,0.6,19.2999999999884
147.2,-0.1,0.6,19.3999999999651
147.15,-0.11,0.56,19.5
147.13,0,0.55,19.5999999999767
147.11,-0.19,0.64,19.7000000000116
147.1,-0.15,0.66,19.7999999999884
147.08,-0.15,0.6,19.8999999999651
147.05,-0.28,0.64,20
147,-0.25,0.56,20.0999999999767
146.98,-0.16,0.63,20.2000000000116
146.96,-0.3,0.66,20.2999999999884
146.93,-0.18,0.61,20.3999999999651
146.93,-0.15,0.47,20.5
146.93,-0.19,0.48,20.5999999999767
146.92,-0.09,0.46,20.7000000000116
146.94,-0.02,0.45,20.7999999999884
146.98,-0.15,0.44,20.8999999999651
147,-0.09,0.52,21
147.02,-0.15,0.52,21.0999999999767
147.04,-0.05,0.5,21.2000000000116
147.04,-0.07,0.38,21.2999999999884
147.04,-0.09,0.4,21.3999999999651
147.06,-0.16,0.46,21.5
147.08,-0.24,0.42,21.5999999999767
147.12,-0.18,0.31,21.7000000000116
147.13,-0.21,0.34,21.7999999999884
147.17,-0.25,0.4,21.8999999999651
147.19,-0.23,0.33,22
147.2,-0.29,0.38,22.0999999999767
147.25,-0.35,0.49,22.2000000000116
147.26,-0.33,0.45,22.2999999999884
147.29,-0.38,0.43,22.3999999999651
147.32,-0.44,0.39,22.5
147.33,-0.43,0.52,22.5999999999767
147.35,-0.47,0.57,22.7000000000116
147.37,-0.4,0.39,22.7999999999884
147.4,-0.36,0.36,22.8999999999651
147.41,-0.4,0.41,23
147.41,-0.41,0.47,23.0999999999767
147.43,-0.34,0.41,23.2000000000116
147.37,-0.34,0.39,23.2999999999884
147.32,-0.39,0.46,23.3999999999651
147.3,-0.34,0.39,23.5
147.24,-0.35,0.41,23.5999999999767
147.19,-0.41,0.42,23.7000000000116
147.18,-0.33,0.31,23.7999999999884
147.12,-0.35,0.31,23.8999999999651
147.07,-0.39,0.39,24
147.06,-0.22,0.29,24.0999999999767
147.02,-0.21,0.31,24.2000000000116
147,-0.19,0.38,24.2999999999884
147.03,-0.07,0.24,24.3999999999651
147.03,-0.09,0.14,24.5
147.02,-0.13,0.26,24.5999999999767
147.06,-0.09,0.23,24.7000000000116
147.07,-0.1,0.07,24.7999999999884
147.07,-0.16,0.18,24.8999999999651
147.13,-0.17,0.26,25
147.16,-0.12,0.12,25.0999999999767
147.18,-0.17,0.09,25.2000000000116
147.25,-0.17,0.18,25.2999999999884
147.27,-0.14,0.17,25.3999999999651
147.3,-0.13,0.27,25.5
147.36,-0.15,0.25,25.5999999999767
147.41,-0.12,0.22,25.7000000000116
147.44,-0.15,0.35,25.7999999999884
147.5,-0.14,0.36,25.8999999999651
147.56,-0.18,0.18,26
147.61,-0.06,0.22,26.0999999999767
147.7,-0.17,0.36,26.2000000000116
147.8,-0.21,0.19,26.2999999999884
147.82,-0.09,0.07,26.3999999999651
147.89,-0.11,0.21,26.5
147.97,-0.11,0.25,26.5999999999767
148,-0.15,0.22,26.7000000000116
148.03,-0.2,0.28,26.7999999999884
148,-0.22,0.19,26.8999999999651
147.91,-0.31,0.19,27
147.84,-0.25,0.35,27.0999999999767
147.76,-0.32,0.3,27.2000000000116
147.69,-0.12,0.29,27.2999999999884
147.61,-0.19,0.37,27.3999999999651
147.55,-0.18,0.37,27.5
147.47,-0.23,0.23,27.5999999999767
147.4,-0.12,0.44,27.7000000000116
147.33,-0.13,0.62,27.7999999999884
147.3,-0.09,0.47,27.8999999999651
147.25,0,0.43,28
147.19,0.04,0.62,28.0999999999767
147.13,0.17,0.58,28.2000000000116
147,0.19,0.45,28.2999999999884
146.92,0.2,0.62,28.3999999999651
146.87,0.24,0.74,28.5
146.85,-0.05,0.6,28.5999999999767
146.86,-0.11,0.54,28.7000000000116
146.84,-0.19,0.37,28.7999999999884
146.87,-0.31,0.3,28.8999999999651
146.89,-0.47,0.45,29
146.91,-0.36,0.56,29.0999999999767
146.91,-0.25,0.51,29.2000000000116
146.94,-0.19,0.37,29.2999999999884
146.9,-0.15,0.52,29.3999999999651
146.84,-0.17,0.53,29.5
146.79,-0.26,0.4,29.5999999999767
146.72,-0.29,0.46,29.7000000000116
146.66,-0.25,0.54,29.7999999999884
146.65,-0.16,0.47,29.8999999999651
146.63,-0.1,0.46,30
146.66,-0.06,0.6,30.0999999999767
146.71,-0.07,0.54,30.2000000000116
146.79,-0.09,0.49,30.2999999999884
146.84,-0.17,0.71,30.3999999999651
146.9,-0.03,0.87,30.5
147.01,0.06,0.66,30.5999999999767
147.11,0,0.62,30.7000000000116
147.19,0.07,0.82,30.7999999999884
147.26,0.02,0.81,30.8999999999651
147.34,-0.05,0.68,31
147.4,-0.06,0.61,31.0999999999767
147.38,0.01,0.66,31.2000000000116
147.43,-0.24,0.48,31.2999999999884
147.47,-0.31,0.38,31.3999999999651
147.47,-0.32,0.42,31.5
147.48,-0.32,0.34,31.5999999999767
147.48,-0.28,0.32,31.7000000000116
147.47,-0.2,0.3,31.7999999999884
147.45,-0.09,0.3,31.8999999999651
147.43,-0.1,0.22,32
147.42,-0.12,0.26,32.0999999999767
147.37,-0.09,0.21,32.2000000000116
147.33,-0.13,0.06,32.2999999999884
147.28,-0.16,0.1,32.3999999999651
147.26,-0.13,0.09,32.5
147.21,-0.08,0.03,32.5999999999767
147.2,-0.04,0.02,32.7000000000116
147.17,-0.1,0.06,32.7999999999884
147.13,-0.1,0,32.8999999999651
147.1,-0.18,0,33
147.09,-0.33,0.05,33.0999999999767
147.04,-0.36,0.07,33.2000000000116
147.01,-0.36,0,33.2999999999884
146.98,-0.51,0,33.3999999999651
146.95,-0.53,0,33.5
146.91,-0.58,-0.04,33.5999999999767
146.91,-0.74,0,33.7000000000116
146.9,-0.88,0.06,33.7999999999884
146.88,-0.73,0,33.8999999999651
146.88,-0.73,-0.08,34
146.86,-0.69,-0.04,34.0999999999767
146.8,-0.55,-0.13,34.2000000000116
146.75,-0.38,-0.04,34.2999999999884
146.75,-0.65,0,34.3999999999651
146.72,-0.43,-0.02,34.5
146.7,-0.38,-0.1,34.5999999999767
146.71,-0.48,-0.07,34.7000000000116
146.68,-0.37,-0.08,34.7999999999884
146.65,-0.21,-0.05,34.8999999999651
146.62,-0.19,0.05,35
146.59,-0.15,0.1,35.0999999999767
146.53,-0.03,0.07,35.2000000000116
146.5,-0.17,0.18,35.2999999999884
146.47,-0.13,0.26,35.3999999999651
146.43,-0.03,0.19,35.5
146.4,0,0.25,35.5999999999767
146.38,-0.05,0.27,35.7000000000116
146.33,-0.04,0.3,35.7999999999884
146.3,-0.1,0.35,35.8999999999651
146.27,-0.21,0.37,36
146.23,-0.15,0.36,36.0999999999767
146.19,-0.25,0.45,36.2000000000116
146.19,-0.31,0.44,36.2999999999884
146.15,-0.21,0.37,36.3999999999651
146.13,-0.25,0.47,36.5
146.12,-0.33,0.58,36.5999999999767
146.09,-0.22,0.5,36.7000000000116
146.07,-0.28,0.61,36.7999999999884
146.06,-0.29,0.73,36.8999999999651
146.02,-0.26,0.73,37
145.96,-0.2,0.8,37.0999999999767
145.87,-0.19,0.91,37.2000000000116
145.76,-0.07,0.94,37.2999999999884
145.62,0,1.03,37.3999999999651
145.47,-0.09,1.1,37.5
145.3,-0.06,1.06,37.5999999999767
145.09,0.14,1.11,37.7000000000116
144.91,0.16,1.16,37.7999999999884
144.74,0.23,1.01,37.8999999999651
144.55,0.21,0.98,38
144.36,0.02,1.06,38.0999999999767
144.15,0.01,1.02,38.2000000000116
143.96,0.04,1.06,38.2999999999884
143.78,0,1.06,38.3999999999651
143.58,-0.08,0.91,38.5
143.41,-0.1,0.84,38.5999999999767
143.26,-0.29,0.96,38.7000000000116
143.13,-0.43,0.97,38.7999999999884
143.03,-0.45,0.82,38.8999999999651
142.89,-0.44,0.8,39
142.74,-0.42,0.8,39.0999999999767
142.62,-0.32,0.85,39.2000000000116
142.48,-0.27,0.89,39.2999999999884
142.34,-0.19,0.83,39.3999999999651
142.19,-0.08,0.73,39.5
142,-0.15,0.76,39.5999999999767
141.81,-0.22,0.73,39.7000000000116
141.6,-0.21,0.72,39.7999999999884
141.38,-0.29,0.74,39.8999999999651
141.19,-0.33,0.59,40
141,-0.41,0.54,40.0999999999767
140.8,-0.56,0.57,40.2000000000116
140.58,-0.79,0.59,40.2999999999884
140.35,-0.78,0.47,40.3999999999651
140.06,-0.64,0.45,40.5
139.87,-0.59,0.26,40.5999999999767
139.88,-0.55,0.11,40.7000000000116
140.15,-0.4,-0.13,40.7999999999884
140.63,-0.53,-0.25,40.8999999999651
141.21,-0.46,-0.39,41
141.93,-0.31,-0.56,41.0999999999767
142.78,-0.3,-0.7,41.2000000000116
143.7,-0.27,-0.61,41.2999999999884
144.64,-0.29,-0.56,41.3999999999651
145.55,-0.18,-0.56,41.5
146.52,-0.15,-0.61,41.5999999999767
147.46,-0.19,-0.53,41.7000000000116
148.38,-0.23,-0.38,41.7999999999884
149.35,-0.19,-0.45,41.8999999999651
150.19,-0.1,-0.53,42
150.95,-0.09,-0.27,42.0999999999767
151.62,-0.04,-0.15,42.2000000000116
152.14,-0.07,-0.15,42.2999999999884
152.49,-0.04,0.02,42.3999999999651
152.73,-0.03,0.21,42.5
152.83,-0.17,0.24,42.5999999999767
152.77,-0.27,0.32,42.7000000000116
152.61,-0.31,0.48,42.7999999999884
152.46,-0.37,0.54,42.8999999999651
152.29,-0.37,0.46,43
152.14,-0.27,0.4,43.0999999999767
151.98,-0.28,0.3,43.2000000000116
151.79,-0.27,0.38,43.2999999999884
151.67,-0.23,0.36,43.3999999999651
151.57,-0.3,0.25,43.5
151.42,-0.3,0.27,43.5999999999767
151.26,-0.23,0.36,43.7000000000116
151.06,-0.36,0.37,43.7999999999884
150.86,-0.36,0.45,43.8999999999651
150.65,-0.31,0.46,44
150.43,-0.37,0.44,44.0999999999767
150.22,-0.28,0.48,44.2000000000116
150.01,-0.25,0.51,44.2999999999884
149.82,-0.27,0.42,44.3999999999651
149.63,-0.2,0.46,44.5
149.45,-0.21,0.47,44.5999999999767
149.28,-0.24,0.45,44.7000000000116
149.12,-0.12,0.44,44.7999999999884
148.98,-0.11,0.46,44.8999999999651
148.87,-0.16,0.34,45
148.78,-0.12,0.38,45.0999999999767
148.72,-0.2,0.45,45.2000000000116
148.69,-0.3,0.48,45.2999999999884
148.67,-0.23,0.45,45.3999999999651
148.64,-0.21,0.43,45.5
148.61,-0.23,0.51,45.5999999999767
148.56,-0.17,0.64,45.7000000000116
148.5,-0.21,0.6,45.7999999999884
148.44,-0.26,0.62,45.8999999999651
148.38,-0.08,0.66,46
148.29,-0.14,0.65,46.0999999999767
148.21,-0.15,0.73,46.2000000000116
148.11,-0.07,0.8,46.2999999999884
148.02,-0.14,0.77,46.3999999999651
147.94,-0.13,0.81,46.5
147.85,-0.03,0.81,46.5999999999767
147.76,-0.06,0.79,46.7000000000116
147.69,0.05,0.83,46.7999999999884
147.61,0.17,0.86,46.8999999999651
147.56,0.05,0.84,47
147.57,0.09,0.9,47.0999999999767
147.54,0.05,0.96,47.2000000000116
147.5,-0.05,0.95,47.2999999999884
147.47,-0.03,0.95,47.3999999999651
147.42,-0.12,0.97,47.5
147.4,-0.28,0.94,47.5999999999767
147.4,-0.33,0.92,47.7000000000116
147.39,-0.3,0.94,47.7999999999884
147.42,-0.3,0.95,47.8999999999651
147.46,-0.28,0.86,48
147.44,-0.16,0.79,48.0999999999767
147.44,-0.2,0.88,48.2000000000116
147.45,-0.14,0.83,48.2999999999884
147.43,-0.16,0.79,48.3999999999651
147.45,-0.13,0.85,48.5
147.42,0,0.85,48.5999999999767
147.43,-0.06,0.85,48.7000000000116
147.48,-0.16,0.68,48.7999999999884
147.47,-0.26,0.7,48.8999999999651
147.46,-0.27,0.76,49
147.45,-0.18,0.89,49.0999999999767
147.46,-0.14,0.84,49.2000000000116
147.47,-0.14,0.75,49.2999999999884
147.48,-0.06,0.86,49.3999999999651
147.47,-0.09,0.83,49.5
147.46,-0.02,0.84,49.5999999999767
147.47,-0.01,0.91,49.7000000000116
147.44,-0.03,0.89,49.7999999999884
147.44,-0.1,0.87,49.8999999999651
147.46,-0.17,0.93,50
147.44,-0.14,0.93,50.0999999999767
147.43,-0.13,0.95,50.2000000000116
147.43,-0.05,0.95,50.2999999999884
147.4,-0.03,0.87,50.3999999999651
147.39,-0.05,0.97,50.5
147.4,-0.1,0.98,50.5999999999767
147.37,-0.14,0.92,50.7000000000116
147.38,-0.2,1.01,50.7999999999884
147.38,-0.25,0.98,50.8999999999651
147.36,-0.34,0.87,51
147.36,-0.47,0.97,51.0999999999767
147.37,-0.6,0.98,51.2000000000116
147.36,-0.65,0.94,51.2999999999884
147.36,-0.56,1.07,51.3999999999651
147.38,-0.55,1.05,51.5
147.38,-0.5,0.98,51.5999999999767
147.38,-0.49,1.1,51.7000000000116
147.37,-0.42,1.18,51.7999999999884
147.36,-0.43,1.19,51.8999999999651
147.35,-0.46,1.16,52
147.36,-0.41,1.15,52.0999999999767
147.35,-0.41,1.16,52.2000000000116
147.35,-0.36,1.22,52.2999999999884
147.34,-0.38,1.18,52.3999999999651
147.33,-0.33,1.17,52.5
147.31,-0.45,1.27,52.5999999999767
147.29,-0.47,1.24,52.7000000000116
147.28,-0.4,1.23,52.7999999999884
147.26,-0.4,1.3,52.8999999999651
147.25,-0.4,1.23,53
147.2,-0.38,1.18,53.0999999999767
147.19,-0.36,1.19,53.2000000000116
147.15,-0.35,1.15,53.2999999999884
147.12,-0.36,1.15,53.3999999999651
147.11,-0.36,1.1,53.5
147.07,-0.38,1.08,53.5999999999767
147.05,-0.3,1.11,53.7000000000116
147.02,-0.27,1.06,53.7999999999884
147.01,-0.2,0.99,53.8999999999651
146.99,-0.23,0.94,54
146.96,-0.25,0.94,54.0999999999767
146.95,-0.21,0.9,54.2000000000116
146.93,-0.19,0.96,54.2999999999884
146.9,-0.22,1,54.3999999999651
146.9,-0.15,0.95,54.5
146.89,-0.09,1.05,54.5999999999767
146.86,-0.19,1.04,54.7000000000116
146.86,-0.21,0.94,54.7999999999884
146.85,-0.32,1.01,54.8999999999651
146.82,-0.41,0.92,55
146.82,-0.39,0.87,55.0999999999767
146.8,-0.36,0.97,55.2000000000116
146.79,-0.33,0.91,55.2999999999884
146.79,-0.29,0.89,55.3999999999651
146.77,-0.28,0.9,55.5
146.79,-0.27,0.81,55.5999999999767
146.82,-0.3,0.76,55.7000000000116
146.84,-0.23,0.67,55.7999999999884
146.9,-0.26,0.63,55.8999999999651
146.97,-0.36,0.78,56
147.02,-0.4,0.74,56.0999999999767
147.13,-0.52,0.51,56.2000000000116
147.18,-0.42,0.57,56.2999999999884
147.23,-0.36,0.6,56.3999999999651
147.33,-0.41,0.49,56.5
147.36,-0.35,0.52,56.5999999999767
147.41,-0.32,0.59,56.7000000000116
147.48,-0.34,0.52,56.7999999999884
147.48,-0.27,0.49,56.8999999999651
147.5,-0.19,0.46,57
147.52,-0.28,0.37,57.0999999999767
147.5,-0.27,0.41,57.2000000000116
147.52,-0.28,0.39,57.2999999999884
147.53,-0.33,0.35,57.3999999999651
147.52,-0.25,0.32,57.5
147.55,-0.33,0.32,57.5999999999767
147.58,-0.33,0.29,57.7000000000116
147.61,-0.24,0.31,57.7999999999884
147.68,-0.25,0.31,57.8999999999651
147.71,-0.2,0.29,58
147.73,-0.18,0.28,58.0999999999767
147.77,-0.28,0.29,58.2000000000116
147.78,-0.26,0.33,58.2999999999884
147.81,-0.19,0.27,58.3999999999651
147.86,-0.21,0.21,58.5
147.87,-0.19,0.11,58.5999999999767
147.89,-0.15,0.12,58.7000000000116
147.93,-0.12,0.2,58.7999999999884
147.93,0.04,0.26,58.8999999999651
147.93,0.11,0.25,59
147.91,0.09,0.19,59.0999999999767
147.87,0.16,0.22,59.2000000000116
147.85,0.04,0.27,59.2999999999884
147.82,-0.09,0.29,59.3999999999651
147.79,-0.06,0.36,59.5
147.78,-0.2,0.35,59.5999999999767
147.75,-0.24,0.33,59.7000000000116
147.71,-0.18,0.34,59.7999999999884
147.69,-0.26,0.32,59.8999999999651
147.68,-0.27,0.27,60
147.68,-0.2,0.24,60.0999999999767
147.68,-0.3,0.13,60.2000000000116
147.66,-0.23,0.06,60.2999999999884
147.64,-0.24,0.05,60.3999999999651
147.64,-0.35,0.04,60.5
147.64,-0.27,0.02,60.5999999999767
147.65,-0.18,-0.04,60.7000000000116
147.66,-0.1,-0.07,60.7999999999884
147.65,0.11,0,60.8999999999651
147.65,0.16,0.08,61
147.65,0.1,0.04,61.0999999999767
147.64,0.26,0.07,61.2000000000116
147.59,0.32,0.11,61.2999999999884
147.55,0.19,0.11,61.3999999999651
147.49,0.37,0.16,61.5
147.43,0.38,0.22,61.5999999999767
147.4,0.4,0.29,61.7000000000116
147.35,0.41,0.25,61.7999999999884
147.28,0.32,0.19,61.8999999999651
147.21,0.29,0.29,62
147.15,0.24,0.45,62.0999999999767
147.09,0.25,0.49,62.2000000000116
147.03,0.22,0.35,62.2999999999884
146.98,0.3,0.26,62.3999999999651
146.95,0.09,0.26,62.5
146.97,0.03,0.43,62.5999999999767
146.99,0.08,0.35,62.7000000000116
147,0.09,0.28,62.7999999999884
147.05,0.12,0.3,62.8999999999651
147.1,0.28,0.35,63
147.15,0.18,0.32,63.0999999999767
147.24,0.08,0.31,63.2000000000116
147.31,0.17,0.31,63.2999999999884
147.35,-0.09,0.42,63.3999999999651
147.43,0.02,0.46,63.5
147.5,0.08,0.27,63.5999999999767
147.55,-0.07,0.22,63.7000000000116
147.59,0,0.41,63.7999999999884
147.6,0.26,0.32,63.8999999999651
147.6,0.24,0.2,64
147.63,0.31,0.23,64.0999999999767
147.64,0.4,0.22,64.2000000000116
147.6,0.44,0.21,64.2999999999884
147.54,0.55,0.23,64.3999999999651
147.45,0.57,0.11,64.5
147.36,0.5,0.16,64.5999999999767
147.31,0.4,0.19,64.7000000000116
147.25,0.18,0.12,64.7999999999884
147.18,0.05,0.18,64.8999999999651
147.12,0,0.2,65
147.04,0.19,0.2,65.0999999999767
146.98,0.28,0.27,65.2000000000116
146.94,0.48,0.25,65.2999999999884
146.88,0.57,0.21,65.3999999999651
146.84,0.36,0.28,65.5
146.8,0.39,0.26,65.5999999999767
146.78,0.31,0.28,65.7000000000116
146.8,0.29,0.39,65.7999999999884
146.82,0.29,0.31,65.8999999999651
146.82,0.26,0.41,66
146.86,0.16,0.44,66.0999999999767
146.88,0.25,0.46,66.2000000000116
146.89,0.4,0.54,66.2999999999884
146.91,0.5,0.61,66.3999999999651
146.92,0.59,0.62,66.5
146.94,0.55,0.82,66.5999999999767
146.94,0.45,0.84,66.7000000000116
146.97,0.34,0.78,66.7999999999884
147.02,0.28,0.9,66.8999999999651
147.06,0.23,0.9,67
147.08,0.49,0.94,67.0999999999767
147.11,0.52,0.9,67.2000000000116
147.15,0.38,0.87,67.2999999999884
147.17,0.48,0.93,67.3999999999651
147.2,0.43,0.89,67.5
147.21,0.51,0.91,67.5999999999767
147.24,0.5,0.94,67.7000000000116
147.26,0.49,0.79,67.7999999999884
147.28,0.48,0.78,67.8999999999651
147.3,0.43,0.85,68
147.33,0.37,0.76,68.0999999999767
147.36,0.44,0.76,68.2000000000116
147.38,0.39,0.71,68.2999999999884
147.38,0.54,0.75,68.3999999999651
147.39,0.59,0.89,68.5
147.43,0.55,0.79,68.5999999999767
147.45,0.57,0.77,68.7000000000116
147.47,0.47,0.72,68.7999999999884
147.51,0.47,0.66,68.8999999999651
147.54,0.56,0.74,69
147.57,0.57,0.65,69.0999999999767
147.6,0.59,0.63,69.2000000000116
147.62,0.59,0.64,69.2999999999884
147.65,0.62,0.68,69.3999999999651
147.67,0.67,0.66,69.5
147.7,0.61,0.62,69.5999999999767
147.72,0.68,0.73,69.7000000000116
147.72,0.6,0.67,69.7999999999884
147.75,0.59,0.73,69.8999999999651
147.75,0.62,0.73,70
147.79,0.62,0.72,70.0999999999767
147.8,0.66,0.73,70.2000000000116
147.85,0.7,0.7,70.2999999999884
147.88,0.74,0.75,70.3999999999651
147.91,0.68,0.71,70.5
147.94,0.61,0.75,70.5999999999767
147.94,0.58,0.72,70.7000000000116
147.97,0.52,0.75,70.7999999999884
147.97,0.56,0.68,70.8999999999651
147.99,0.48,0.72,71
147.99,0.51,0.76,71.0999999999767
147.99,0.58,0.73,71.2000000000116
147.96,0.64,0.74,71.2999999999884
147.91,0.72,0.78,71.3999999999651
147.86,0.75,0.8,71.5
147.76,0.77,0.78,71.5999999999767
147.65,0.64,0.79,71.7000000000116
147.54,0.57,0.76,71.7999999999884
147.47,0.45,0.74,71.8999999999651
147.37,0.58,0.67,72
147.28,0.53,0.67,72.0999999999767
147.16,0.61,0.65,72.2000000000116
147.05,0.59,0.67,72.2999999999884
146.97,0.61,0.65,72.3999999999651
146.88,0.72,0.6,72.5
146.8,0.63,0.64,72.5999999999767
146.71,0.71,0.58,72.7000000000116
146.65,0.63,0.65,72.7999999999884
146.56,0.75,0.67,72.8999999999651
146.5,0.82,0.67,73
146.44,0.84,0.68,73.0999999999767
146.44,0.92,0.68,73.2000000000116
146.43,0.77,0.65,73.2999999999884
146.44,0.87,0.62,73.3999999999651
146.44,0.7,0.68,73.5
146.47,0.84,0.67,73.5999999999767
146.51,0.8,0.68,73.7000000000116
146.58,0.82,0.65,73.7999999999884
146.65,0.84,0.68,73.8999999999651
146.69,0.82,0.63,74
146.75,0.94,0.68,74.0999999999767
146.8,0.84,0.66,74.2000000000116
146.86,0.99,0.65,74.2999999999884
146.89,0.83,0.72,74.3999999999651
146.92,0.86,0.76,74.5
146.92,0.76,0.78,74.5999999999767
146.89,0.76,0.79,74.7000000000116
146.83,0.86,0.9,74.7999999999884
146.78,0.78,0.86,74.8999999999651
146.72,0.83,0.83,75
146.65,0.82,0.87,75.0999999999767
146.6,0.94,0.88,75.2000000000116
146.52,0.8,0.95,75.2999999999884
146.49,0.84,0.87,75.3999999999651
146.42,0.72,0.92,75.5
146.37,0.64,0.93,75.5999999999767
146.29,0.68,0.95,75.7000000000116
146.24,0.56,0.96,75.7999999999884
146.18,0.65,0.94,75.8999999999651
146.11,0.52,0.91,76
146.06,0.64,0.86,76.0999999999767
145.97,0.58,0.83,76.2000000000116
