Yaw,Pitch,Raw,Timestamp
145.91,0.59,0.81,76.2999999999884
145.83,0.54,0.83,76.3999999999651
145.8,0.5,0.69,76.5
145.73,0.63,0.68,76.5999999999767
145.65,0.58,0.72,76.7000000000116
145.61,0.62,0.68,76.7999999999884
145.53,0.66,0.7,76.8999999999651
145.48,0.76,0.61,77
145.41,0.7,0.63,77.0999999999767
145.35,0.76,0.64,77.2000000000116
145.29,0.77,0.62,77.2999999999884
145.22,0.7,0.58,77.3999999999651
145.16,0.74,0.57,77.5
145.1,0.59,0.59,77.5999999999767
145.08,0.62,0.52,77.7000000000116
145,0.58,0.52,77.7999999999884
144.97,0.69,0.51,77.8999999999651
144.91,0.73,0.54,78
144.88,0.72,0.51,78.0999999999767
144.88,0.68,0.47,78.2000000000116
144.94,0.57,0.46,78.2999999999884
145.1,0.52,0.36,78.3999999999651
145.3,0.42,0.41,78.5
145.58,0.46,0.35,78.5999999999767
145.88,0.51,0.27,78.7000000000116
146.16,0.57,0.32,78.7999999999884
146.47,0.6,0.25,78.8999999999651
146.74,0.69,0.27,79
147.04,0.67,0.28,79.0999999999767
147.31,0.69,0.28,79.2000000000116
147.57,0.71,0.37,79.2999999999884
147.84,0.67,0.31,79.3999999999651
148.1,0.67,0.38,79.5
148.38,0.64,0.33,79.5999999999767
148.63,0.62,0.38,79.7000000000116
148.83,0.64,0.42,79.7999999999884
148.98,0.56,0.38,79.8999999999651
149.07,0.73,0.5,80
149.14,0.7,0.5,80.0999999999767
149.17,0.65,0.46,80.2000000000116
149.17,0.72,0.54,80.2999999999884
149.14,0.55,0.51,80.3999999999651
149.12,0.61,0.61,80.5
149.1,0.55,0.55,80.5999999999767
149.07,0.56,0.53,80.7000000000116
149.05,0.74,0.56,80.7999999999884
149.01,0.67,0.49,80.8999999999651
148.97,0.7,0.55,81
148.92,0.74,0.44,81.0999999999767
148.85,0.72,0.5,81.2000000000116
148.81,0.79,0.54,81.2999999999884
148.75,0.66,0.43,81.3999999999651
148.72,0.64,0.42,81.5
148.65,0.71,0.5,81.5999999999767
148.62,0.6,0.58,81.7000000000116
148.59,0.66,0.55,81.7999999999884
148.53,0.58,0.54,81.8999999999651
148.47,0.76,0.66,82
148.41,0.66,0.61,82.0999999999767
148.36,0.67,0.6,82.2000000000116
148.28,0.64,0.56,82.2999999999884
148.24,0.53,0.58,82.3999999999651
148.19,0.64,0.62,82.5
148.14,0.58,0.51,82.5999999999767
148.1,0.67,0.53,82.7000000000116
148.04,0.72,0.51,82.7999999999884
148.01,0.71,0.56,82.8999999999651
147.95,0.85,0.59,83
147.9,0.83,0.49,83.0999999999767
147.85,0.86,0.58,83.2000000000116
147.77,0.85,0.59,83.2999999999884
147.73,0.72,0.61,83.3999999999651
147.65,0.87,0.64,83.5
147.58,0.8,0.66,83.5999999999767
147.54,0.83,0.69,83.7000000000116
147.48,0.76,0.67,83.7999999999884
147.47,0.7,0.68,83.8999999999651
147.44,0.7,0.65,84
147.45,0.65,0.68,84.0999999999767
147.46,0.67,0.69,84.2000000000116
147.46,0.67,0.67,84.2999999999884
147.5,0.69,0.73,84.3999999999651
147.51,0.75,0.64,84.5
147.56,0.71,0.69,84.5999999999767
147.61,0.65,0.74,84.7000000000116
147.63,0.7,0.69,84.7999999999884
147.67,0.59,0.71,84.8999999999651
147.68,0.68,0.69,85
147.7,0.78,0.81,85.0999999999767
147.66,0.96,0.87,85.2000000000116
147.52,1.05,0.92,85.2999999999884
147.34,0.98,1.06,85.3999999999651
147.08,0.99,1.07,85.5
146.85,0.66,1.17,85.5999999999767
146.62,0.52,1.12,85.7000000000116
146.42,0.41,1.1,85.7999999999884
146.31,0.13,1,85.8999999999651
146.3,0.23,0.88,86
146.38,0.29,0.91,86.0999999999767
146.59,-0.02,0.96,86.2000000000116
146.84,-0.09,0.65,86.2999999999884
147.14,-0.28,0.66,86.3999999999651
147.52,-0.28,0.65,86.5
147.87,-0.15,0.56,86.5999999999767
148.34,-0.25,0.58,86.7000000000116
148.8,-0.31,0.49,86.7999999999884
149.25,-0.24,0.31,86.8999999999651
149.73,-0.23,0.28,87
150.2,-0.23,0.23,87.0999999999767
150.63,-0.07,0.16,87.2000000000116
151.08,0.08,0.17,87.2999999999884
151.56,0.01,0.24,87.3999999999651
152.05,0.07,0.15,87.5
152.52,0.07,0.14,87.5999999999767
153.02,-0.04,0.23,87.7000000000116
153.5,0.04,0.12,87.7999999999884
153.95,0.11,0.08,87.8999999999651
154.41,0.23,0.07,88
154.84,0.22,0.1,88.0999999999767
155.17,0.24,0.13,88.2000000000116
155.41,0.18,0.07,88.2999999999884
155.57,0.14,-0.01,88.3999999999651
155.63,0.09,0.16,88.5
155.69,0.1,0.18,88.5999999999767
155.65,0.18,0.08,88.7000000000116
155.54,0.22,0.07,88.7999999999884
155.4,0.34,0.12,88.8999999999651
155.21,0.4,0.13,89
155.01,0.54,0.06,89.0999999999767
154.8,0.57,0.02,89.2000000000116
154.62,0.68,0.06,89.2999999999884
154.39,0.7,0.04,89.3999999999651
154.18,0.67,-0.02,89.5
153.99,0.7,-0.15,89.5999999999767
153.76,0.69,-0.17,89.7000000000116
153.49,0.64,-0.24,89.7999999999884
153.27,0.65,-0.28,89.8999999999651
153.02,0.83,-0.41,90
152.75,0.79,-0.37,90.0999999999767
152.52,0.7,-0.43,90.2000000000116
152.3,0.71,-0.51,90.2999999999884
152.06,0.66,-0.46,90.3999999999651
151.84,0.68,-0.49,90.5
151.68,0.7,-0.55,90.5999999999767
151.48,0.68,-0.46,90.7000000000116
151.32,0.61,-0.48,90.7999999999884
151.16,0.53,-0.61,90.8999999999651
150.98,0.48,-0.47,91
150.8,0.3,-0.43,91.0999999999767
150.67,0.25,-0.49,91.2000000000116
150.52,0.26,-0.51,91.2999999999884
150.39,0.13,-0.54,91.3999999999651
150.34,0.3,-0.52,91.5
150.33,0.33,-0.51,91.5999999999767
150.31,0.46,-0.5,91.7000000000116
150.32,0.76,-0.53,91.7999999999884
150.32,0.76,-0.49,91.8999999999651
150.3,0.71,-0.43,92
150.32,0.65,-0.5,92.0999999999767
150.35,0.42,-0.56,92.2000000000116
150.36,0.25,-0.51,92.2999999999884
150.37,0.21,-0.52,92.3999999999651
150.39,0.19,-0.6,92.5
150.4,0.25,-0.58,92.5999999999767
150.42,0.32,-0.56,92.7000000000116
150.45,0.33,-0.63,92.7999999999884
150.44,0.38,-0.62,92.8999999999651
150.44,0.4,-0.63,93
150.45,0.27,-0.72,93.0999999999767
150.46,0.23,-0.74,93.2000000000116
150.56,0.17,-0.64,93.2999999999884
150.67,0.11,-0.66,93.3999999999651
150.75,0,-0.69,93.5
150.9,-0.28,-0.83,93.5999999999767
150.95,-0.48,-0.72,93.7000000000116
151.02,-0.7,-0.43,93.7999999999884
151.12,-0.54,-0.45,93.8999999999651
151.22,-0.37,-0.46,94
151.24,-0.49,-0.5,94.0999999999767
151.19,-0.15,-0.28,94.2000000000116
151.06,-0.19,-0.37,94.2999999999884
150.93,-0.27,-0.17,94.3999999999651
150.89,-0.27,-0.27,94.5
150.76,-0.18,-0.1,94.5999999999767
150.76,-0.33,-0.19,94.7000000000116
150.7,-0.04,-0.16,94.7999999999884
150.64,-0.06,-0.09,94.8999999999651
150.55,-0.02,-0.01,95
150.39,0.06,0.1,95.0999999999767
150.27,0.1,0.14,95.2000000000116
150.14,0.15,0.13,95.2999999999884
150.03,0.18,0.1,95.3999999999651
149.93,-0.08,0.03,95.5
149.83,-0.13,-0.03,95.5999999999767
149.73,-0.24,0.06,95.7000000000116
149.68,-0.31,0.17,95.7999999999884
149.6,-0.4,0.16,95.8999999999651
149.53,-0.28,0.08,96
149.45,-0.05,0.08,96.0999999999767
149.35,0.06,0.15,96.2000000000116
149.22,0.1,0.24,96.2999999999884
149.12,0.27,0.21,96.3999999999651
149.05,0.22,0.23,96.5
149,0,0.27,96.5999999999767
148.88,0.04,0.22,96.7000000000116
148.83,0.07,0.15,96.7999999999884
148.82,0,-0.14,96.8999999999651
148.75,0.02,0.01,97
148.67,0.12,0.29,97.0999999999767
148.62,0.17,0.29,97.2000000000116
148.61,0.1,0,97.2999999999884
148.58,0.05,-0.08,97.3999999999651
148.5,0.06,0.03,97.5
148.39,0,0.13,97.5999999999767
148.35,0,0.06,97.7000000000116
148.34,-0.07,-0.02,97.7999999999884
148.32,0.02,0,97.8999999999651
148.25,0.09,0.09,98
148.23,0.1,0.18,98.0999999999767
148.19,0.15,0.19,98.2000000000116
148.2,0.23,-0.07,98.2999999999884
148.05,0.28,-0.14,98.3999999999651
147.83,0.38,0.03,98.5
147.54,0.44,0.15,98.5999999999767
147.13,0.36,0.18,98.7000000000116
146.59,0.31,0.16,98.7999999999884
145.9,0.26,0.3,98.8999999999651
145.07,0.24,0.51,99
144.13,0.29,0.53,99.0999999999767
143.11,0.25,0.46,99.2000000000116
141.95,0.28,0.43,99.2999999999884
140.69,0.21,0.48,99.3999999999651
139.42,0.16,0.41,99.5
137.99,0.12,0.4,99.5999999999767
136.43,0.11,0.44,99.7000000000116
134.67,0.16,0.47,99.7999999999884
132.96,0.08,0.37,99.8999999999651
131.15,0.03,0.38,100
129.17,-0.04,0.39,100.099999999977
127.19,-0.07,0.34,100.200000000012
125.19,-0.16,0.32,100.299999999988
123.07,-0.15,0.33,100.399999999965
120.86,-0.23,0.35,100.5
118.57,-0.21,0.43,100.599999999977
116.32,-0.21,0.45,100.700000000012
114.13,-0.15,0.51,100.799999999988
111.89,-0.13,0.61,100.899999999965
109.62,-0.11,0.66,101
107.31,-0.04,0.66,101.099999999977
104.88,0.06,0.72,101.200000000012
102.37,0.13,0.79,101.299999999988
99.72,0.18,0.82,101.399999999965
96.94,0.25,0.86,101.5
94.01,0.31,0.95,101.599999999977
90.98,0.31,1.05,101.700000000012
87.86,0.24,1.04,101.799999999988
84.77,0.18,0.97,101.899999999965
81.75,0.15,0.91,102
78.72,0.11,0.91,102.099999999977
75.68,0.1,0.92,102.200000000012
72.63,0.01,0.88,102.299999999988
69.54,-0.06,0.91,102.399999999965
66.3,-0.23,1,102.5
62.99,-0.52,1.08,102.599999999977
59.64,-0.74,1.06,102.700000000012
56.33,-0.87,1.04,102.799999999988
53.06,-0.88,1.05,102.899999999965
49.76,-0.76,1.13,103
46.43,-0.74,1.35,103.099999999977
43.03,-0.75,1.58,103.200000000012
39.5,-0.66,1.7,103.299999999988
35.87,-0.68,1.83,103.399999999965
32.17,-0.61,1.94,103.5
28.36,-0.65,1.99,103.599999999977
24.48,-0.63,1.98,103.700000000012
20.53,-0.6,2.1,103.799999999988
16.55,-0.52,2.22,103.899999999965
12.65,-0.54,2.29,104
8.87,-0.37,2.33,104.099999999977
5.22,-0.2,2.29,104.200000000012
1.76,-0.14,2.24,104.299999999988
358.53,-0.14,2.18,104.399999999965
355.41,-0.1,2.12,104.5
352.43,0.05,2.12,104.599999999977
349.61,0.1,2.06,104.700000000012
346.81,0.15,2.04,104.799999999988
344.04,0.16,2.01,104.899999999965
341.29,0.25,2.09,105
338.62,0.33,2.18,105.099999999977
335.99,0.33,2.09,105.200000000012
333.42,0.35,2.06,105.299999999988
330.96,0.35,2.02,105.399999999965
328.59,0.37,2.02,105.5
326.45,0.33,1.9,105.599999999977
324.6,0.35,1.72,105.700000000012
322.97,0.33,1.5,105.799999999988
321.58,0.32,1.49,105.899999999965
320.43,0.32,1.42,106
319.47,0.32,1.26,106.099999999977
318.62,0.3,1.19,106.200000000012
317.91,0.36,1.32,106.299999999988
317.37,0.37,1.14,106.399999999965
316.89,0.27,0.87,106.5
316.54,0.36,0.99,106.599999999977
316.44,0.3,1.04,106.700000000012
316.56,0.19,0.89,106.799999999988
316.78,0.25,0.81,106.899999999965
317.05,0.31,1.01,107
317.39,0.25,0.98,107.099999999977
317.67,0.33,1.05,107.200000000012
318,0.12,1.16,107.299999999988
318.34,0.1,1.05,107.399999999965
318.62,0.23,0.99,107.5
318.94,0.22,1.19,107.599999999977
319.28,0.24,1.18,107.700000000012
319.6,0.31,1.02,107.799999999988
319.92,0.23,1.04,107.899999999965
320.23,0.21,1.14,108
320.54,0.19,1.03,108.099999999977
320.86,0.23,1.04,108.200000000012
321.19,0.29,1.1,108.299999999988
321.52,0.2,0.92,108.399999999965
321.84,0.26,0.94,108.5
322.16,0.28,1.01,108.599999999977
322.5,0.17,0.9,108.700000000012
322.84,0.22,0.87,108.799999999988
323.16,0.4,0.89,108.899999999965
323.52,0.42,0.77,109
323.86,0.56,0.8,109.099999999977
324.19,0.72,0.91,109.200000000012
324.53,0.63,0.78,109.299999999988
324.85,0.53,0.78,109.399999999965
325.15,0.61,0.9,109.5
325.44,0.5,0.94,109.599999999977
325.71,0.54,0.94,109.700000000012
325.88,0.71,0.94,109.799999999988
326,0.68,0.9,109.899999999965
326.06,0.57,0.99,110
326.04,0.32,0.94,110.100999999966
326.01,0.23,0.91,110.200000000012
325.99,-0.03,0.85,110.299999999988
325.97,-0.13,0.84,110.399999999965
325.95,-0.14,0.79,110.500999999989
325.92,-0.06,0.82,110.599999999977
325.89,0.03,0.87,110.700000000012
325.88,0.04,0.84,110.799999999988
325.86,0.07,0.81,110.901000000013
325.81,0.14,0.76,111
325.79,0.1,0.68,111.100999999966
325.75,0.02,0.67,111.200000000012
325.73,0.11,0.64,111.299999999988
325.73,0.16,0.56,111.399999999965
325.72,0.1,0.48,111.5
325.7,0.19,0.38,111.599999999977
325.7,0.15,0.35,111.700000000012
325.7,0.09,0.35,111.799999999988
325.69,0.2,0.34,111.899999999965
325.72,0.03,0.31,112
325.74,-0.06,0.28,112.100999999966
325.75,-0.12,0.33,112.201000000001
325.78,-0.31,0.37,112.299999999988
325.79,-0.29,0.38,112.399999999965
325.79,-0.27,0.39,112.5
325.81,-0.29,0.46,112.599999999977
325.81,-0.22,0.45,112.700000000012
325.82,-0.21,0.49,112.799999999988
325.84,-0.22,0.48,112.901000000013
325.87,-0.12,0.49,113
325.9,-0.16,0.57,113.099999999977
325.96,-0.25,0.54,113.201000000001
326.03,-0.15,0.51,113.299999999988
326.09,-0.25,0.63,113.401000000013
326.14,-0.06,0.67,113.5
326.22,-0.01,0.68,113.599999999977
326.29,-0.14,0.57,113.700000000012
326.36,0.09,0.62,113.799999999988
326.45,0.2,0.69,113.899999999965
326.56,0.17,0.7,114
326.71,0.31,0.59,114.099999999977
326.79,0.13,0.69,114.201000000001
326.89,0.18,0.72,114.299999999988
326.98,0.26,0.82,114.399999999965
327.05,0.09,0.82,114.500999999989
327.16,0.15,0.75,114.600999999966
327.22,-0.03,0.79,114.700000000012
327.28,0.05,0.72,114.799999999988
327.31,0.31,0.71,114.899999999965
327.28,0.27,0.81,115
327.29,0.53,0.8,115.100999999966
327.25,0.39,0.7,115.200000000012
327.22,0.41,0.74,115.299999999988
327.16,0.53,0.85,115.399999999965
327.09,0.32,0.94,115.500999999989
327.08,0.25,1.01,115.599999999977
327.03,0.14,1.09,115.701000000001
326.98,0.03,1.11,115.799999999988
326.95,0.04,1.09,115.901000000013
326.85,0.08,1.32,116.000999999989
326.84,-0.31,1.32,116.099999999977
326.83,-0.23,1.26,116.200000000012
326.73,-0.32,1.29,116.299999999988
326.72,-0.42,1.17,116.401000000013
326.67,-0.66,1.21,116.5
326.65,-1.05,1.25,116.599999999977
326.65,-0.78,1.12,116.700000000012
326.57,-0.63,1.1,116.799999999988
326.55,-0.44,1.02,116.899999999965
326.54,-0.42,0.92,117
326.54,-0.5,0.98,117.099999999977
326.56,-0.44,0.9,117.200000000012
326.54,-0.4,0.87,117.299999999988
326.55,-0.4,0.9,117.399999999965
326.55,-0.39,0.89,117.5
326.54,-0.37,0.93,117.600999999966
326.58,-0.42,0.95,117.701000000001
326.58,-0.41,0.95,117.799999999988
326.6,-0.42,0.99,117.899999999965
326.64,-0.39,0.94,118.000999999989
326.65,-0.41,0.99,118.100999999966
326.73,-0.42,1.01,118.201000000001
326.78,-0.46,0.91,118.299999999988
326.84,-0.5,0.95,118.401000000013
326.92,-0.48,0.83,118.500999999989
326.96,-0.45,0.88,118.600999999966
327.05,-0.47,0.91,118.700000000012
327.1,-0.47,0.79,118.799999999988
327.14,-0.48,0.89,118.901000000013
327.21,-0.49,0.81,119.000999999989
327.25,-0.57,0.75,119.099999999977
327.32,-0.45,0.84,119.200000000012
327.38,-0.44,0.73,119.299999999988
327.41,-0.35,0.81,119.399999999965
327.48,-0.33,0.75,119.5
327.52,-0.34,0.69,119.600999999966
327.57,-0.34,0.8,119.700000000012
327.63,-0.39,0.71,119.799999999988
327.65,-0.43,0.73,119.901000000013
327.71,-0.48,0.74,120.000999999989
327.75,-0.51,0.62,120.099999999977
327.79,-0.43,0.74,120.200000000012
327.83,-0.43,0.69,120.299999999988
327.86,-0.46,0.62,120.399999999965
327.91,-0.46,0.68,120.500999999989
327.95,-0.52,0.6,120.599999999977
327.97,-0.44,0.63,120.700000000012
328,-0.42,0.69,120.799999999988
328.02,-0.5,0.6,120.901000000013
328.05,-0.47,0.71,121.000999999989
328.07,-0.48,0.65,121.100999999966
328.05,-0.5,0.66,121.201000000001
328.05,-0.39,0.77,121.299999999988
328.03,-0.37,0.65,121.401000000013
328.02,-0.33,0.74,121.5
328,-0.26,0.74,121.599999999977
327.97,-0.38,0.71,121.701000000001
327.96,-0.34,0.78,121.799999999988
327.92,-0.4,0.71,121.901000000013
327.89,-0.43,0.76,122.000999999989
327.87,-0.34,0.77,122.100999999966
327.83,-0.48,0.67,122.200000000012
327.79,-0.4,0.76,122.299999999988
327.75,-0.41,0.74,122.399999999965
327.71,-0.5,0.72,122.5
327.69,-0.47,0.82,122.600999999966
327.64,-0.49,0.75,122.700000000012
327.6,-0.42,0.8,122.799999999988
327.53,-0.41,0.8,122.899999999965
327.48,-0.47,0.76,123.000999999989
327.44,-0.5,0.79,123.100999999966
327.39,-0.44,0.75,123.200000000012
327.35,-0.46,0.73,123.299999999988
327.32,-0.35,0.72,123.399999999965
327.27,-0.39,0.64,123.5
327.23,-0.4,0.72,123.600999999966
327.17,-0.24,0.72,123.700000000012
327.13,-0.34,0.73,123.799999999988
327.11,-0.36,0.75,123.899999999965
327.04,-0.4,0.7,124.000999999989
327.01,-0.54,0.79,124.100999999966
326.97,-0.47,0.75,124.201000000001
326.93,-0.51,0.75,124.299999999988
326.91,-0.52,0.75,124.401000000013
326.85,-0.35,0.74,124.500999999989
326.81,-0.45,0.78,124.600999999966
326.78,-0.38,0.78,124.701000000001
326.73,-0.39,0.72,124.799999999988
326.7,-0.5,0.78,124.901000000013
326.66,-0.45,0.75,125.000999999989
326.61,-0.5,0.77,125.099999999977
326.59,-0.6,0.79,125.201000000001
326.54,-0.46,0.74,125.299999999988
326.52,-0.55,0.82,125.401000000013
326.5,-0.49,0.76,125.500999999989
326.46,-0.38,0.85,125.600999999966
326.45,-0.47,0.89,125.701000000001
326.42,-0.31,0.81,125.799999999988
326.37,-0.34,0.85,125.901000000013
326.35,-0.41,0.94,126.000999999989
326.31,-0.31,0.87,126.100999999966
326.33,-0.42,0.88,126.201000000001
326.39,-0.38,0.8,126.299999999988
326.45,-0.31,0.87,126.401000000013
326.58,-0.43,0.88,126.500999999989
326.72,-0.33,0.86,126.599999999977
326.84,-0.31,0.93,126.701000000001
326.98,-0.47,0.88,126.799999999988
327.09,-0.35,0.89,126.901000000013
327.16,-0.5,1.01,127
327.2,-0.52,0.99,127.099999999977
327.2,-0.44,0.96,127.200000000012
327.16,-0.58,1.05,127.299999999988
327.15,-0.57,0.95,127.401000000013
327.12,-0.57,0.92,127.5
327.08,-0.66,0.98,127.599999999977
327.08,-0.62,0.89,127.701000000001
327.06,-0.65,0.92,127.799999999988
327.06,-0.73,0.94,127.901000000013
327.06,-0.55,0.84,128.000999999989
327.04,-0.63,0.85,128.100999999966
327.03,-0.6,0.85,128.201000000001
327.03,-0.53,0.83,128.299999999988
326.99,-0.64,0.9,128.401000000013
327,-0.66,0.79,128.500999999989
327.01,-0.66,0.68,128.600999999966
326.97,-0.76,0.81,128.700000000012
326.99,-0.66,0.75,128.799999999988
326.99,-0.66,0.72,128.901000000013
326.98,-0.71,0.78,129.000999999989
326.99,-0.65,0.69,129.100999999966
326.99,-0.65,0.75,129.201000000001
326.97,-0.66,0.81,129.299999999988
326.99,-0.47,0.73,129.399999999965
326.98,-0.47,0.72,129.500999999989
327,-0.44,0.79,129.600999999966
327.05,-0.44,0.68,129.701000000001
327.06,-0.51,0.75,129.799999999988
327.11,-0.48,0.74,129.901000000013
327.13,-0.52,0.7,130
327.15,-0.58,0.68,130.100999999966
327.2,-0.55,0.66,130.201000000001
327.2,-0.61,0.64,130.299999999988
327.23,-0.62,0.64,130.401000000013
327.27,-0.55,0.57,130.5
327.27,-0.57,0.63,130.600999999966
327.31,-0.46,0.53,130.701000000001
327.31,-0.51,0.48,130.799999999988
327.32,-0.5,0.59,130.901000000013
327.37,-0.33,0.54,131.000999999989
327.37,-0.41,0.53,131.100999999966
327.41,-0.33,0.59,131.201000000001
327.44,-0.4,0.48,131.299999999988
327.41,-0.41,0.53,131.401000000013
327.45,-0.38,0.63,131.500999999989
327.45,-0.42,0.61,131.600999999966
327.46,-0.43,0.68,131.701000000001
327.5,-0.48,0.54,131.799999999988
327.47,-0.5,0.61,131.901000000013
327.47,-0.48,0.69,132.000999999989
327.47,-0.54,0.62,132.100999999966
327.42,-0.52,0.66,132.200000000012
327.42,-0.41,0.69,132.299999999988
327.4,-0.53,0.56,132.401000000013
327.37,-0.36,0.65,132.500999999989
327.38,-0.35,0.57,132.600999999966
327.38,-0.46,0.57,132.701000000001
327.38,-0.3,0.67,132.799999999988
327.39,-0.38,0.55,132.901000000013
327.37,-0.43,0.61,133.000999999989
327.38,-0.39,0.73,133.100999999966
327.39,-0.47,0.66,133.201000000001
327.38,-0.56,0.65,133.299999999988
327.39,-0.51,0.71,133.401000000013
327.39,-0.54,0.62,133.500999999989
327.37,-0.51,0.65,133.600999999966
327.38,-0.42,0.72,133.701000000001
327.38,-0.44,0.64,133.799999999988
327.37,-0.44,0.64,133.901000000013
327.39,-0.39,0.7,134.000999999989
327.39,-0.41,0.66,134.100999999966
327.38,-0.43,0.68,134.201000000001
327.39,-0.38,0.72,134.299999999988
327.39,-0.42,0.67,134.401000000013
327.38,-0.46,0.69,134.500999999989
327.39,-0.42,0.84,134.600999999966
327.4,-0.43,0.71,134.701000000001
327.39,-0.52,0.68,134.799999999988
327.39,-0.44,0.73,134.901000000013
327.39,-0.41,0.7,135.000999999989
327.38,-0.37,0.68,135.100999999966
327.38,-0.4,0.72,135.201000000001
327.4,-0.25,0.71,135.299999999988
327.39,-0.35,0.66,135.399999999965
327.4,-0.35,0.75,135.500999999989
327.41,-0.35,0.76,135.600999999966
327.41,-0.35,0.68,135.701000000001
327.4,-0.39,0.74,135.799999999988
327.43,-0.33,0.76,135.901000000013
327.41,-0.25,0.75,136.000999999989
327.42,-0.24,0.74,136.099999999977
327.44,-0.27,0.9,136.201000000001
327.47,-0.24,0.92,136.299999999988
327.48,-0.22,0.82,136.401000000013
327.51,-0.31,0.74,136.500999999989
327.55,-0.33,0.79,136.600999999966
327.56,-0.28,0.88,136.701000000001
327.55,-0.27,0.88,136.799999999988
327.58,-0.31,0.92,136.901000000013
327.59,-0.33,0.91,137.000999999989
327.54,-0.34,0.86,137.100999999966
327.39,-0.39,0.95,137.201000000001
327.17,-0.39,1.02,137.299999999988
326.82,-0.24,1.13,137.401000000013
326.32,-0.23,1.16,137.500999999989
325.7,-0.17,1.11,137.600999999966
324.92,-0.3,1.13,137.701000000001
324.05,-0.3,1.33,137.799999999988
323.13,-0.35,1.32,137.901000000013
322.18,-0.36,1.3,138.000999999989
321.28,-0.37,1.34,138.100999999966
320.36,-0.24,1.35,138.201000000001
319.41,-0.03,1.35,138.299999999988
318.44,-0.15,1.45,138.401000000013
317.45,-0.1,1.54,138.500999999989
316.34,-0.12,1.53,138.600999999966
315.15,-0.09,1.55,138.701000000001
313.94,-0.2,1.5,138.799999999988
312.64,-0.18,1.57,138.901000000013
311.24,-0.1,1.49,139.000999999989
309.8,-0.12,1.3,139.100999999966
308.35,-0.15,1.11,139.201000000001
306.84,-0.17,1.17,139.299999999988
305.37,-0.23,1.23,139.401000000013
303.93,-0.22,1.09,139.500999999989
302.5,-0.23,0.67,139.600999999966
301.03,-0.13,0.48,139.701000000001
299.52,-0.07,0.5,139.799999999988
297.97,-0.16,0.54,139.901000000013
296.51,-0.27,0.51,140.000999999989
295.02,-0.29,0.43,140.100999999966
293.48,-0.21,0.43,140.201000000001
292.02,-0.33,0.43,140.299999999988
290.59,-0.31,0.43,140.401000000013
289.08,-0.31,0.43,140.500999999989
287.55,-0.26,0.52,140.600999999966
286.08,-0.26,0.46,140.701000000001
284.57,-0.13,0.51,140.799999999988
283.07,-0.09,0.75,140.901000000013
281.54,0.03,0.92,141.000999999989
280.03,0.11,0.81,141.100999999966
278.48,0.13,0.72,141.201000000001
276.86,0.14,0.81,141.299999999988
275.23,0.15,0.86,141.401000000013
273.69,-0.03,0.7,141.500999999989
272.1,-0.07,0.58,141.600999999966
270.49,-0.16,0.6,141.701000000001
268.96,-0.08,0.45,141.799999999988
267.37,0.21,0.22,141.901000000013
265.71,0.34,0.38,142.000999999989
264.13,0.37,0.35,142.100999999966
262.6,0.45,0.22,142.201000000001
261.12,0.41,0.22,142.300999999978
259.62,0.23,0.31,142.401000000013
258.2,0.02,0.31,142.500999999989
256.93,-0.25,0.62,142.600999999966
255.6,-0.26,0.75,142.701000000001
254.34,-0.22,0.47,142.799999999988
253.16,0.21,0.38,142.901000000013
251.93,0.23,1.14,143.000999999989
250.91,0,1.28,143.100999999966
249.77,0.67,1.03,143.201000000001
248.65,0.89,0.92,143.300999999978
247.66,0.75,1.11,143.401000000013
246.68,0.98,1.06,143.500999999989
245.71,0.82,1.14,143.600999999966
244.87,1.05,0.93,143.701000000001
244.09,0.96,0.8,143.799999999988
243.55,0.43,0.83,143.901000000013
243.1,0.42,0.63,144.000999999989
242.7,0.51,0.63,144.100999999966
242.4,0.61,0.57,144.201000000001
242.06,0.59,0.55,144.299999999988
241.75,0.42,0.67,144.401000000013
241.42,0.34,0.71,144.500999999989
241.06,0.25,0.77,144.600999999966
240.72,0.4,0.71,144.701000000001
240.36,0.48,0.87,144.799999999988
239.98,0.42,0.94,144.901000000013
239.52,0.39,0.89,145.000999999989
239.01,0.47,0.9,145.100999999966
238.47,0.43,0.91,145.201000000001
237.93,0.49,0.92,145.299999999988
237.41,0.56,0.87,145.401000000013
236.88,0.47,0.83,145.500999999989
236.34,0.53,0.81,145.600999999966
235.79,0.59,0.86,145.701000000001
235.29,0.55,0.76,145.799999999988
234.76,0.7,0.75,145.901000000013
234.26,0.65,0.81,146.000999999989
233.86,0.57,0.74,146.100999999966
233.55,0.65,0.64,146.201000000001
233.32,0.61,0.64,146.299999999988
233.18,0.64,0.59,146.401000000013
233.1,0.68,0.52,146.500999999989
233.02,0.58,0.55,146.600999999966
232.97,0.54,0.56,146.701000000001
232.92,0.49,0.57,146.799999999988
232.85,0.47,0.59,146.901000000013
232.83,0.46,0.44,147.000999999989
232.93,0.54,0.36,147.100999999966
233.15,0.54,0.31,147.201000000001
233.54,0.5,0.17,147.299999999988
234.09,0.47,0.15,147.401000000013
234.71,0.37,0.1,147.500999999989
235.38,0.31,0.02,147.600999999966
236.11,0.37,-0.02,147.701000000001
236.76,0.36,0.12,147.799999999988
237.47,0.37,0.17,147.901000000013
238.18,0.37,0.08,148.000999999989
238.77,0.47,0.16,148.100999999966
239.34,0.54,0.34,148.201000000001
239.8,0.35,0.35,148.299999999988
240.06,0.36,0.49,148.401000000013
240.2,0.37,0.56,148.500999999989
240.19,0.39,0.63,148.600999999966
